Report Date,2012-03-31 00:00:00,2013-03-31 00:00:00,2014-03-31 00:00:00,2015-03-31 00:00:00,2016-03-31 00:00:00,2017-03-31 00:00:00,2018-03-31 00:00:00,2019-03-31 00:00:00,2020-03-31 00:00:00,2021-03-31 00:00:00,Company_Name
Sales,584.63,462.32,506.89,584.25,621.31,839.94,889.09,924.81,962.76,693.72,IFBAGRO
Raw Material Cost,293.94,324.49,384.55,472.18,454.99,585.33,661.21,666.44,720.28,433.11,IFBAGRO
Change in Inventory,2.04,-0.54,-0.14,11.14,2.77,5.74,13.07,-7.02,10.45,-24.92,IFBAGRO
Power and Fuel,15.05,13.44,14.23,21.52,20.45,30.44,41.1,48.2,41.94,33.21,IFBAGRO
Other Mfr. Exp,33.3,25.49,13.14,15.05,21.51,70.31,33.99,37.12,48.52,34.07,IFBAGRO
Employee Cost,21.51,21.37,20.5,23.51,30.88,37.58,37.67,43.66,48.22,44.27,IFBAGRO
Selling and admin,168.56,24.89,25.24,26.81,36.02,64.87,62.29,63.54,67.07,59.74,IFBAGRO
Other Expenses,6.34,3.45,3.85,6.71,7.77,5.89,7.78,12.02,20.76,8.01,IFBAGRO
Other Income,3.2,2.07,24.65,15.09,6.72,11.76,9.73,12.76,11.1,16.31,IFBAGRO
Depreciation,12.64,11.23,9.3,18.62,21.7,20.33,21.44,18.69,17.7,14.82,IFBAGRO
Interest,0.36,0.38,0.37,0.17,1.36,1.54,2.58,2.94,1.78,0.07,IFBAGRO
Profit before tax,38.17,39.11,60.22,25.91,36.12,41.15,43.83,37.94,18.04,57.81,IFBAGRO
Tax,11.62,12.9,18.54,10.33,6.79,8.47,12.26,4.73,-5.42,10.81,IFBAGRO
Net profit,26.55,26.2,41.68,15.57,29.33,32.68,31.57,33.21,23.46,47.0,IFBAGRO
