Report Date,2012-03-31 00:00:00,2013-03-31 00:00:00,2014-03-31 00:00:00,2015-03-31 00:00:00,2016-03-31 00:00:00,2017-03-31 00:00:00,2018-03-31 00:00:00,2019-03-31 00:00:00,2020-03-31 00:00:00,2021-03-31 00:00:00,Company_Name
Equity Share Capital,10.02,10.02,8.47,8.47,8.47,8.47,8.47,8.47,8.47,8.47,SMSPHARMA
Reserves,211.07,234.05,213.34,246.29,285.9,254.17,292.64,331.46,358.96,419.76,SMSPHARMA
Borrowings,206.88,148.6,167.0,166.65,204.16,149.13,146.13,143.77,157.07,254.58,SMSPHARMA
Other Liabilities,63.84,78.64,120.46,118.86,157.82,89.27,71.9,93.12,102.6,147.1,SMSPHARMA
Total,491.81,471.31,509.27,540.27,656.35,501.04,519.14,576.82,627.1,829.91,SMSPHARMA
Net Block,224.85,146.88,246.61,276.54,370.35,290.45,279.26,281.26,280.49,457.36,SMSPHARMA
Capital Work in Progress,48.95,95.66,39.32,29.43,12.8,7.76,8.2,18.3,42.12,6.74,SMSPHARMA
Investments,0.52,25.52,5.87,13.23,21.27,36.98,45.0,45.0,45.0,45.0,SMSPHARMA
Other Assets,217.49,203.25,217.47,221.07,251.93,165.85,186.68,232.26,259.49,320.81,SMSPHARMA
Total,491.81,471.31,509.27,540.27,656.35,501.04,519.14,576.82,627.1,829.91,SMSPHARMA
Receivables,38.42,35.05,55.59,59.2,61.09,21.32,24.15,26.02,48.77,105.68,SMSPHARMA
Inventory,138.08,105.03,90.47,86.02,112.68,92.52,107.48,136.4,129.2,137.79,SMSPHARMA
Cash & Bank,9.08,36.46,12.05,6.36,15.08,12.37,12.71,14.88,9.65,40.51,SMSPHARMA
No. of Equity Shares,10015203.0,10015203.0,8465203.0,8465203.0,84652030.0,84652030.0,84652030.0,84652030.0,84652030.0,84652030.0,SMSPHARMA
New Bonus Shares,,,,,,,,,,,SMSPHARMA
Face value,10.0,10.0,10.0,10.0,1.0,1.0,1.0,1.0,1.0,1.0,SMSPHARMA
