Report Date,2012-03-31 00:00:00,2013-03-31 00:00:00,2014-03-31 00:00:00,2015-03-31 00:00:00,2016-03-31 00:00:00,2017-03-31 00:00:00,2018-03-31 00:00:00,2019-03-31 00:00:00,2020-03-31 00:00:00,2021-03-31 00:00:00,Company_Name
Sales,140.01,209.39,286.12,185.98,152.92,113.63,142.79,142.26,131.0,46.26,GTNTEX
Raw Material Cost,92.59,138.72,197.93,126.55,92.61,61.31,78.45,88.35,69.65,20.48,GTNTEX
Change in Inventory,10.14,-1.68,-1.43,7.58,1.15,-1.63,1.96,0.88,-9.64,-10.7,GTNTEX
Power and Fuel,12.55,16.19,16.57,17.31,16.77,12.5,14.71,15.25,13.66,6.12,GTNTEX
Other Mfr. Exp,6.84,6.36,6.1,6.72,7.34,6.76,8.33,7.65,9.44,2.62,GTNTEX
Employee Cost,20.56,21.81,24.46,25.84,26.04,21.77,22.8,21.19,20.72,11.38,GTNTEX
Selling and admin,4.74,6.23,9.38,6.17,4.56,2.6,4.13,3.78,4.68,2.16,GTNTEX
Other Expenses,4.02,6.68,7.93,0.9,3.55,0.42,3.13,3.08,3.17,1.59,GTNTEX
Other Income,0.49,0.29,0.61,0.92,0.37,-1.4,-1.55,0.49,0.13,-2.74,GTNTEX
Depreciation,6.32,6.28,6.11,4.57,4.18,3.92,3.71,3.29,3.23,3.09,GTNTEX
Interest,9.51,10.71,12.9,10.89,9.31,9.89,10.6,9.49,8.58,9.0,GTNTEX
Profit before tax,-6.49,-4.98,3.92,-4.47,-9.92,-8.57,-2.66,-8.45,-11.64,-23.62,GTNTEX
Tax,-2.06,-1.42,1.97,-1.41,-2.58,-2.27,-0.47,-1.11,-2.9,12.39,GTNTEX
Net profit,-4.43,-3.56,1.95,-3.06,-7.34,-6.3,-2.18,-7.33,-8.73,-36.01,GTNTEX
