Report Date,2012-03-31 00:00:00,2013-03-31 00:00:00,2014-03-31 00:00:00,2015-03-31 00:00:00,2016-03-31 00:00:00,2017-03-31 00:00:00,2018-03-31 00:00:00,2019-03-31 00:00:00,2020-03-31 00:00:00,2021-03-31 00:00:00,Company_Name
Equity Share Capital,25.98,25.98,25.98,25.98,25.98,26.98,26.98,26.98,26.98,26.98,IMFA
Reserves,760.93,799.62,829.62,836.91,783.08,1016.22,1169.05,1129.67,1041.5,1199.71,IMFA
Borrowings,823.04,973.62,1093.23,1069.44,1014.27,941.07,853.03,795.91,742.71,708.37,IMFA
Other Liabilities,479.78,358.62,435.03,504.19,468.89,499.52,582.77,684.94,586.46,589.62,IMFA
Total,2089.73,2157.84,2383.86,2436.52,2292.22,2483.79,2631.83,2637.5,2397.65,2524.68,IMFA
Net Block,508.19,1006.67,1107.88,1108.4,1067.0,1016.54,1001.46,978.01,1020.07,962.49,IMFA
Capital Work in Progress,602.56,235.02,82.06,44.72,60.46,56.45,89.66,118.05,74.14,54.72,IMFA
Investments,139.37,188.55,179.46,167.77,201.57,326.92,313.51,180.88,141.08,227.55,IMFA
Other Assets,839.61,727.6,1014.46,1115.63,963.19,1083.88,1227.2,1360.56,1162.36,1279.92,IMFA
Total,2089.73,2157.84,2383.86,2436.52,2292.22,2483.79,2631.83,2637.5,2397.65,2524.68,IMFA
Receivables,36.44,46.31,56.78,53.11,14.8,66.68,65.2,49.68,32.67,92.2,IMFA
Inventory,329.69,319.13,372.66,405.04,330.85,340.08,428.06,544.91,431.55,445.33,IMFA
Cash & Bank,19.4,62.1,19.84,72.54,46.78,26.84,39.89,51.86,41.87,49.46,IMFA
No. of Equity Shares,25977053.0,25977053.0,25977100.0,25977100.0,25977053.0,26977053.0,26977053.0,13059007.0,26977053.0,26977053.0,IMFA
New Bonus Shares,,,,,,,,,,,IMFA
Face value,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,IMFA
