Report Date,2012-03-31 00:00:00,2013-03-31 00:00:00,2014-03-31 00:00:00,2015-03-31 00:00:00,2016-03-31 00:00:00,2017-03-31 00:00:00,2018-03-31 00:00:00,2019-03-31 00:00:00,2020-03-31 00:00:00,2021-03-31 00:00:00,Company_Name
Sales,976.16,808.75,1115.63,1226.4,1180.18,1257.42,1345.06,1406.58,1198.93,1187.99,KSL
Raw Material Cost,606.68,441.75,596.81,578.09,432.57,613.31,745.39,809.85,636.52,587.2,KSL
Change in Inventory,0.65,-14.85,38.2,-7.01,-8.75,6.05,-20.34,20.39,12.05,-24.67,KSL
Power and Fuel,72.45,58.64,83.29,90.07,79.13,72.36,75.46,79.99,75.4,67.77,KSL
Other Mfr. Exp,153.65,133.82,206.94,227.72,239.67,150.64,164.95,205.67,156.81,135.35,KSL
Employee Cost,33.73,38.08,59.4,68.68,86.29,58.3,55.0,57.68,59.61,59.87,KSL
Selling and admin,45.63,28.61,43.81,50.54,55.66,56.83,50.32,43.66,40.35,39.39,KSL
Other Expenses,22.08,16.38,34.95,36.79,42.82,24.41,30.34,17.72,46.98,10.32,KSL
Other Income,27.28,7.15,11.79,2.3,2.66,13.27,17.2,25.13,23.26,42.54,KSL
Depreciation,26.06,23.56,33.96,31.02,51.73,52.03,37.22,38.4,42.62,44.15,KSL
Interest,21.36,22.48,17.0,14.77,12.03,9.63,8.64,6.63,8.05,6.77,KSL
Profit before tax,22.45,37.73,89.46,124.01,174.19,239.23,174.6,192.5,167.9,255.04,KSL
Tax,0.41,13.86,30.87,40.71,60.61,82.75,59.71,60.45,30.79,64.73,KSL
Net profit,22.04,23.87,58.59,83.31,113.58,156.48,114.88,132.05,137.12,190.3,KSL
