Report Date,2012-03-31 00:00:00,2013-03-31 00:00:00,2014-03-31 00:00:00,2015-03-31 00:00:00,2016-03-31 00:00:00,2017-03-31 00:00:00,2018-03-31 00:00:00,2019-03-31 00:00:00,2020-03-31 00:00:00,2021-03-31 00:00:00,Company_Name
Sales,1003.47,1057.17,1152.24,1233.36,1513.43,1798.38,1856.33,1748.12,1746.32,1843.13,WABAG
Raw Material Cost,,,,,,,,,,,WABAG
Change in Inventory,-16.67,-19.05,-1.45,15.41,35.63,-31.07,-1.75,-2.42,-2.44,0.93,WABAG
Power and Fuel,0.94,1.13,1.08,1.85,1.77,2.2,1.93,1.86,1.84,1.4,WABAG
Other Mfr. Exp,776.98,800.61,870.63,962.5,1196.73,1376.59,1443.14,1305.96,1324.15,1455.81,WABAG
Employee Cost,63.98,68.87,80.19,80.6,93.81,102.58,124.44,120.22,121.15,106.56,WABAG
Selling and admin,15.47,15.45,15.56,19.59,22.59,26.45,31.59,27.84,20.27,16.76,WABAG
Other Expenses,13.69,13.21,42.24,34.63,45.12,57.51,61.91,118.37,115.94,94.07,WABAG
Other Income,12.98,12.55,11.63,8.78,14.62,-43.07,22.56,2.38,20.46,9.76,WABAG
Depreciation,5.73,6.61,8.09,7.45,12.07,9.54,9.09,8.47,6.67,6.06,WABAG
Interest,12.97,11.52,12.36,14.92,18.85,23.34,30.83,48.47,76.54,75.32,WABAG
Profit before tax,110.02,133.27,132.27,136.01,172.74,126.03,174.21,116.89,97.78,97.84,WABAG
Tax,34.9,43.16,43.69,45.6,59.0,51.05,57.08,14.49,39.02,24.81,WABAG
Net profit,75.12,90.11,88.58,90.41,113.74,74.98,117.13,102.4,58.76,73.03,WABAG
