Report Date,2012-03-31 00:00:00,2013-03-31 00:00:00,2014-03-31 00:00:00,2015-03-31 00:00:00,2016-03-31 00:00:00,2017-03-31 00:00:00,2018-03-31 00:00:00,2019-03-31 00:00:00,2020-03-31 00:00:00,2021-03-31 00:00:00,Company_Name
Sales,29.29,109.53,77.09,72.94,80.81,82.51,79.41,126.45,121.56,64.55,FMNL
Raw Material Cost,,,,,,,,,,,FMNL
Change in Inventory,,,,,,,,-0.04,-1.21,-0.01,FMNL
Power and Fuel,3.91,6.59,4.54,1.5,1.22,0.59,2.01,4.82,4.45,1.82,FMNL
Other Mfr. Exp,7.78,69.12,64.94,49.37,48.0,52.06,49.89,69.49,39.72,24.7,FMNL
Employee Cost,14.77,4.64,2.81,3.8,4.48,4.79,4.81,6.32,6.06,4.71,FMNL
Selling and admin,2.23,7.02,2.75,4.08,2.91,7.14,3.42,5.05,11.36,4.7,FMNL
Other Expenses,2.45,15.48,3.65,4.11,1.13,2.64,0.63,1.51,7.04,5.21,FMNL
Other Income,44.62,26.42,4.98,12.86,18.81,29.32,34.96,18.25,49.04,-2.21,FMNL
Depreciation,0.22,16.75,17.51,27.04,26.83,26.14,24.86,25.12,51.14,37.29,FMNL
Interest,43.78,56.31,51.7,49.2,46.07,42.0,23.27,19.68,29.48,20.56,FMNL
Profit before tax,-1.23,-39.96,-65.83,-53.3,-31.02,-23.53,5.48,12.67,20.14,-36.66,FMNL
Tax,-0.04,-4.97,,,-66.97,0.53,3.67,2.58,9.07,-7.84,FMNL
Net profit,-1.2,-34.99,-65.83,-53.3,35.95,-24.06,1.8,10.09,11.07,-28.82,FMNL
