Report Date,2012-03-31 00:00:00,2013-03-31 00:00:00,2014-03-31 00:00:00,2015-03-31 00:00:00,2016-03-31 00:00:00,2017-03-31 00:00:00,2018-03-31 00:00:00,2019-03-31 00:00:00,2020-03-31 00:00:00,2021-03-31 00:00:00,Company_Name
Equity Share Capital,26.47,26.47,26.47,26.8,26.87,27.08,27.41,27.52,27.52,27.6,CYBERTECH
Reserves,29.15,37.23,42.82,47.17,46.64,59.99,57.54,61.64,68.76,81.64,CYBERTECH
Borrowings,,1.39,5.58,5.68,10.73,9.96,10.93,17.84,2.77,1.81,CYBERTECH
Other Liabilities,11.19,17.82,19.05,15.76,19.4,23.95,25.4,23.39,23.64,12.82,CYBERTECH
Total,66.81,82.91,93.92,95.41,103.64,120.98,121.28,130.39,122.69,123.87,CYBERTECH
Net Block,16.42,16.07,14.92,35.21,38.92,40.96,38.18,39.83,40.66,44.26,CYBERTECH
Capital Work in Progress,6.04,13.85,26.18,11.53,7.55,7.9,10.11,9.13,8.06,0.07,CYBERTECH
Investments,18.43,33.37,27.88,24.24,24.24,29.55,29.51,39.01,35.09,34.16,CYBERTECH
Other Assets,25.92,19.62,24.94,24.43,32.93,42.57,43.48,42.42,38.88,45.38,CYBERTECH
Total,66.81,82.91,93.92,95.41,103.64,120.98,121.28,130.39,122.69,123.87,CYBERTECH
Receivables,14.84,14.66,16.97,19.38,20.2,27.32,31.94,31.71,29.63,28.64,CYBERTECH
Inventory,,,,,,,,,,,CYBERTECH
Cash & Bank,3.63,3.02,5.89,2.53,4.31,3.85,5.37,3.8,6.22,11.66,CYBERTECH
No. of Equity Shares,26471343.0,26471343.0,26471343.0,26796343.0,26871343.0,27078343.0,27414593.0,27515593.0,27515593.0,27604052.0,CYBERTECH
New Bonus Shares,,,,,,,,,,,CYBERTECH
Face value,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,CYBERTECH
