Report Date,2012-03-31 00:00:00,2013-03-31 00:00:00,2014-03-31 00:00:00,2015-03-31 00:00:00,2016-03-31 00:00:00,2017-03-31 00:00:00,2018-03-31 00:00:00,2019-03-31 00:00:00,2020-03-31 00:00:00,2021-03-31 00:00:00,Company_Name
Equity Share Capital,8.0,9.08,9.08,9.08,9.08,9.08,9.08,13.62,13.62,13.62,AVANTIFEED
Reserves,87.49,110.78,164.59,250.97,406.23,564.23,928.8,1048.66,1185.94,1489.64,AVANTIFEED
Borrowings,48.67,60.18,56.12,58.4,10.35,3.09,,,0.29,1.28,AVANTIFEED
Other Liabilities,39.32,61.92,162.65,153.88,180.42,285.45,330.34,214.69,253.14,264.66,AVANTIFEED
Total,183.48,241.96,392.44,472.33,606.08,861.85,1268.22,1276.97,1452.99,1769.2,AVANTIFEED
Net Block,43.09,50.85,77.51,89.57,79.15,133.72,171.32,156.03,146.19,157.3,AVANTIFEED
Capital Work in Progress,1.67,1.59,4.81,,34.86,,0.13,7.92,23.35,0.12,AVANTIFEED
Investments,45.76,28.74,33.51,104.94,112.1,372.7,654.27,698.48,682.6,1192.35,AVANTIFEED
Other Assets,92.96,160.78,276.61,277.82,379.97,355.43,442.5,414.54,600.85,419.43,AVANTIFEED
Total,183.48,241.96,392.44,472.33,606.08,861.85,1268.22,1276.97,1452.99,1769.2,AVANTIFEED
Receivables,15.5,39.73,45.02,33.56,15.33,11.96,19.13,16.09,31.73,20.4,AVANTIFEED
Inventory,42.15,97.16,199.15,222.02,224.39,292.42,387.93,224.83,370.36,313.34,AVANTIFEED
Cash & Bank,22.04,8.58,12.85,6.16,72.84,35.93,13.45,140.7,167.68,47.19,AVANTIFEED
No. of Equity Shares,8000000.0,9083042.0,9083042.0,9083042.0,45415210.0,45415210.0,45415210.0,136245630.0,136245630.0,136245630.0,AVANTIFEED
New Bonus Shares,,,,,,,,45415210.0,,,AVANTIFEED
Face value,10.0,10.0,10.0,10.0,2.0,2.0,2.0,1.0,1.0,1.0,AVANTIFEED
