Report Date,2012-03-31 00:00:00,2013-03-31 00:00:00,2014-03-31 00:00:00,2015-03-31 00:00:00,2016-03-31 00:00:00,2017-03-31 00:00:00,2018-03-31 00:00:00,2019-03-31 00:00:00,2020-03-31 00:00:00,2021-03-31 00:00:00,Company_Name
Sales,5.6,9.03,17.75,40.09,55.42,118.54,173.45,186.48,146.83,112.19,CAPTRUST
Raw Material Cost,,,,,,,,,,,CAPTRUST
Change in Inventory,,,,,,,,,,,CAPTRUST
Power and Fuel,0.04,0.05,0.06,0.06,0.11,0.23,0.37,0.52,0.44,0.2,CAPTRUST
Other Mfr. Exp,0.1,0.13,0.39,0.53,0.93,1.31,1.19,6.39,8.03,4.27,CAPTRUST
Employee Cost,2.5,2.68,4.46,6.47,10.53,20.23,29.27,33.92,36.58,37.61,CAPTRUST
Selling and admin,1.19,1.22,2.81,3.34,3.99,10.57,17.01,12.0,9.95,9.82,CAPTRUST
Other Expenses,0.04,0.15,0.41,0.83,2.35,5.54,51.39,7.76,22.15,52.05,CAPTRUST
Other Income,0.17,0.06,0.21,,5.9,0.22,0.03,-36.57,0.75,0.65,CAPTRUST
Depreciation,0.07,0.07,0.07,0.11,0.21,0.39,0.44,0.93,0.89,0.58,CAPTRUST
Interest,1.61,3.25,6.81,14.15,12.18,25.59,61.81,76.51,61.03,38.61,CAPTRUST
Profit before tax,0.22,1.54,2.95,14.6,31.02,54.9,12.0,11.88,8.51,-30.3,CAPTRUST
Tax,0.04,,1.13,4.95,10.78,18.01,5.77,2.82,7.97,-6.53,CAPTRUST
Net profit,0.18,1.54,1.82,9.65,20.25,36.89,6.23,9.06,0.53,-23.77,CAPTRUST
