Report Date,2012-03-31 00:00:00,2013-03-31 00:00:00,2014-03-31 00:00:00,2015-03-31 00:00:00,2016-03-31 00:00:00,2017-03-31 00:00:00,2018-03-31 00:00:00,2019-03-31 00:00:00,2020-03-31 00:00:00,2021-03-31 00:00:00,Company_Name
Equity Share Capital,12.54,12.54,12.54,12.54,12.54,12.54,12.54,12.54,12.54,12.54,TAJGVK
Reserves,327.3,332.41,335.92,333.95,342.74,349.94,368.19,388.01,398.61,372.48,TAJGVK
Borrowings,189.32,228.31,231.9,285.56,270.24,254.96,227.41,196.86,209.07,224.65,TAJGVK
Other Liabilities,89.68,80.91,86.48,95.02,105.64,120.65,139.91,122.03,122.35,112.93,TAJGVK
Total,618.84,654.17,666.84,727.07,731.16,738.09,748.05,719.44,742.57,722.6,TAJGVK
Net Block,452.94,448.19,429.97,407.64,454.03,440.37,426.59,415.69,435.63,423.01,TAJGVK
Capital Work in Progress,31.85,42.12,56.91,75.36,70.36,76.69,81.45,92.32,90.55,87.49,TAJGVK
Investments,36.36,44.95,50.99,110.27,110.27,110.27,110.27,110.27,110.27,110.27,TAJGVK
Other Assets,97.69,118.91,128.97,133.8,96.5,110.76,129.74,101.16,106.12,101.83,TAJGVK
Total,618.84,654.17,666.84,727.07,731.16,738.09,748.05,719.44,742.57,722.6,TAJGVK
Receivables,7.3,7.32,9.4,12.63,13.46,11.41,19.34,18.66,15.65,9.45,TAJGVK
Inventory,6.97,8.68,9.32,8.05,7.71,9.03,8.6,7.51,8.16,7.11,TAJGVK
Cash & Bank,1.95,2.08,2.23,1.65,1.74,4.06,15.26,1.86,7.77,10.91,TAJGVK
No. of Equity Shares,62701495.0,62701495.0,62701495.0,62701495.0,62701495.0,62701495.0,62701495.0,62701495.0,62701495.0,62701495.0,TAJGVK
New Bonus Shares,,,,,,,,,,,TAJGVK
Face value,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,TAJGVK
