Report Date,2012-03-31 00:00:00,2013-03-31 00:00:00,2014-03-31 00:00:00,2015-03-31 00:00:00,2016-03-31 00:00:00,2017-03-31 00:00:00,2018-03-31 00:00:00,2019-03-31 00:00:00,2020-03-31 00:00:00,2021-03-31 00:00:00,Company_Name
Sales,281.28,352.97,368.9,610.65,611.59,645.12,659.48,656.5,701.85,632.87,FORTIS
Raw Material Cost,78.57,101.36,108.33,147.3,144.55,150.26,136.93,130.72,151.67,149.19,FORTIS
Change in Inventory,,,,,,-0.25,1.37,-0.97,4.19,-1.39,FORTIS
Power and Fuel,5.87,7.13,7.91,13.2,12.81,10.93,11.34,12.13,11.39,11.78,FORTIS
Other Mfr. Exp,53.07,34.93,44.79,157.59,294.79,298.04,322.6,199.89,110.59,102.42,FORTIS
Employee Cost,70.96,101.46,136.2,185.81,191.86,191.36,162.23,151.9,157.08,149.59,FORTIS
Selling and admin,64.32,103.04,142.4,247.01,119.77,68.84,87.51,251.05,223.57,186.65,FORTIS
Other Expenses,3.47,5.13,9.12,7.35,-27.27,71.94,-22.24,32.86,-17.0,3.93,FORTIS
Other Income,311.41,189.48,229.06,219.5,165.8,165.44,69.85,522.08,808.92,248.43,FORTIS
Depreciation,12.11,23.47,17.0,27.13,25.42,26.62,28.88,27.14,96.81,110.77,FORTIS
Interest,102.93,133.86,90.78,80.63,65.12,106.36,63.74,192.27,160.17,141.45,FORTIS
Profit before tax,201.39,32.07,41.43,-35.87,-49.66,-114.04,-60.29,179.65,620.68,24.13,FORTIS
Tax,,14.83,17.44,-1.97,-9.46,-39.34,3.43,56.57,107.35,19.93,FORTIS
Net profit,201.39,17.25,23.99,-33.91,-40.21,-74.7,-63.72,123.08,513.33,4.2,FORTIS
