Report Date,2012-03-31 00:00:00,2013-03-31 00:00:00,2014-03-31 00:00:00,2015-03-31 00:00:00,2016-03-31 00:00:00,2017-03-31 00:00:00,2018-03-31 00:00:00,2019-03-31 00:00:00,2020-03-31 00:00:00,2021-03-31 00:00:00,Company_Name
Sales,267.96,411.0,473.28,560.74,534.76,424.71,575.45,1229.27,1020.1,1097.14,GALLISPAT
Raw Material Cost,224.69,348.78,383.74,435.87,409.04,291.21,434.61,936.13,855.2,818.93,GALLISPAT
Change in Inventory,12.09,-5.2,-4.8,-0.7,3.15,-8.47,19.93,-9.35,11.76,-8.05,GALLISPAT
Power and Fuel,23.22,12.54,12.96,30.47,41.19,34.92,23.96,8.2,15.39,12.99,GALLISPAT
Other Mfr. Exp,5.62,9.05,15.12,29.65,21.56,17.3,19.78,39.38,37.62,42.34,GALLISPAT
Employee Cost,1.94,2.38,3.13,7.26,6.93,10.52,14.25,27.29,33.35,31.92,GALLISPAT
Selling and admin,1.57,2.33,1.77,3.58,4.14,7.12,7.57,15.88,20.11,19.8,GALLISPAT
Other Expenses,0.06,0.06,2.48,1.11,2.71,3.22,2.98,4.95,5.63,5.58,GALLISPAT
Other Income,17.58,22.08,0.26,2.29,0.17,10.57,1.53,13.8,35.93,12.62,GALLISPAT
Depreciation,13.74,16.64,16.94,14.6,13.91,13.69,18.37,25.9,23.95,22.56,GALLISPAT
Interest,17.33,20.94,15.41,9.61,7.62,4.24,8.57,9.68,11.66,11.9,GALLISPAT
Profit before tax,9.46,15.16,17.19,30.18,30.98,44.59,66.82,166.31,64.88,135.69,GALLISPAT
Tax,3.57,3.43,2.21,3.07,2.4,1.24,13.2,36.09,6.76,32.03,GALLISPAT
Net profit,5.89,11.73,14.98,27.11,28.59,43.34,53.62,130.22,58.12,103.66,GALLISPAT
