Report Date,2012-03-31 00:00:00,2013-03-31 00:00:00,2014-03-31 00:00:00,2015-03-31 00:00:00,2016-03-31 00:00:00,2017-03-31 00:00:00,2018-03-31 00:00:00,2019-03-31 00:00:00,2020-03-31 00:00:00,2021-03-31 00:00:00,Company_Name
Equity Share Capital,30.69,30.69,30.69,30.69,30.69,30.69,30.69,30.69,30.94,29.78,KALPATPOWR
Reserves,1712.22,1815.65,1923.48,2040.09,2184.22,2448.02,2739.35,3121.47,3504.65,3833.02,KALPATPOWR
Borrowings,472.12,591.05,785.01,971.37,598.68,695.43,773.24,646.65,1334.3,1285.3,KALPATPOWR
Other Liabilities,1685.91,1721.23,1856.77,1752.09,2431.32,2931.19,3734.41,4453.07,4784.74,4509.88,KALPATPOWR
Total,3900.94,4158.62,4595.95,4794.24,5244.91,6105.33,7277.69,8251.88,9654.63,9657.98,KALPATPOWR
Net Block,393.73,530.72,573.79,553.55,538.44,521.01,526.77,570.66,633.72,674.49,KALPATPOWR
Capital Work in Progress,59.15,7.93,18.04,5.44,4.12,2.64,16.66,7.74,39.52,14.39,KALPATPOWR
Investments,404.94,335.07,383.55,393.94,517.77,715.96,784.93,648.56,864.22,885.98,KALPATPOWR
Other Assets,3043.12,3284.9,3620.57,3841.31,4184.58,4865.72,5949.33,7024.92,8117.17,8083.12,KALPATPOWR
Total,3900.94,4158.62,4595.95,4794.24,5244.91,6105.33,7277.69,8251.88,9654.63,9657.98,KALPATPOWR
Receivables,1513.39,1287.9,1541.65,1783.58,2214.54,2763.52,3291.98,3281.26,3517.39,3731.92,KALPATPOWR
Inventory,321.15,443.97,543.77,598.87,424.4,454.18,482.83,622.1,738.93,598.32,KALPATPOWR
Cash & Bank,103.4,56.9,64.7,75.27,106.23,210.98,81.63,145.48,337.08,312.07,KALPATPOWR
No. of Equity Shares,153460570.0,153460570.0,153460570.0,153460570.0,153460570.0,153460570.0,153460570.0,153460570.0,154715470.0,148909208.0,KALPATPOWR
New Bonus Shares,,,,,,,,,,,KALPATPOWR
Face value,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,KALPATPOWR
