Report Date,2012-03-31 00:00:00,2013-03-31 00:00:00,2014-03-31 00:00:00,2015-03-31 00:00:00,2016-03-31 00:00:00,2017-03-31 00:00:00,2018-03-31 00:00:00,2019-03-31 00:00:00,2020-03-31 00:00:00,2021-03-31 00:00:00,Company_Name
Equity Share Capital,13.6,13.6,13.6,13.6,13.6,13.6,13.6,13.6,13.6,13.6,ADORWELD
Reserves,161.49,171.03,167.3,190.41,204.88,223.8,234.11,249.8,235.3,223.83,ADORWELD
Borrowings,1.28,1.7,1.4,0.43,0.17,35.47,81.2,64.99,81.91,28.0,ADORWELD
Other Liabilities,56.65,68.68,92.16,81.56,117.87,107.05,101.56,102.52,108.03,109.65,ADORWELD
Total,233.02,255.01,274.46,286.0,336.52,379.92,430.47,430.91,438.84,375.08,ADORWELD
Net Block,77.01,81.06,75.28,95.94,98.74,101.09,102.22,114.68,124.53,116.42,ADORWELD
Capital Work in Progress,1.98,0.45,1.76,1.6,1.36,4.02,0.77,1.07,0.33,3.27,ADORWELD
Investments,36.27,32.65,13.85,6.55,12.15,14.18,5.97,6.94,6.35,11.78,ADORWELD
Other Assets,117.76,140.85,183.57,181.91,224.27,260.63,321.51,308.22,307.63,243.61,ADORWELD
Total,233.02,255.01,274.46,286.0,336.52,379.92,430.47,430.91,438.84,375.08,ADORWELD
Receivables,36.57,72.58,78.1,83.23,119.64,76.33,92.04,84.51,129.77,105.33,ADORWELD
Inventory,53.22,43.66,49.9,43.04,42.99,47.75,53.84,51.59,62.21,62.46,ADORWELD
Cash & Bank,5.35,3.54,21.34,19.83,14.13,21.53,17.43,28.0,6.4,18.0,ADORWELD
No. of Equity Shares,13598467.0,13598467.0,13598467.0,13598467.0,13598467.0,13598467.0,13598467.0,13598467.0,13598467.0,13598467.0,ADORWELD
New Bonus Shares,,,,,,,,,,,ADORWELD
Face value,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,ADORWELD
