Report Date,2012-03-31 00:00:00,2013-03-31 00:00:00,2014-03-31 00:00:00,2015-03-31 00:00:00,2016-03-31 00:00:00,2017-03-31 00:00:00,2018-03-31 00:00:00,2019-03-31 00:00:00,2020-03-31 00:00:00,2021-03-31 00:00:00,Company_Name
Sales,81.92,94.88,97.66,129.2,110.86,132.2,1358.72,1217.37,1269.59,2161.49,MOTILALOFS
Raw Material Cost,,,,,,,,,,,MOTILALOFS
Change in Inventory,,,,,,,,,,,MOTILALOFS
Power and Fuel,0.02,0.73,0.75,0.84,0.59,,4.82,5.45,6.6,5.52,MOTILALOFS
Other Mfr. Exp,,0.13,0.72,2.84,1.42,1.11,19.28,330.65,503.52,539.61,MOTILALOFS
Employee Cost,6.49,6.31,6.53,7.43,9.08,0.48,271.34,279.06,311.71,385.88,MOTILALOFS
Selling and admin,4.63,2.98,5.73,6.5,3.67,2.68,401.06,91.96,94.59,124.34,MOTILALOFS
Other Expenses,2.75,1.17,10.47,8.52,5.08,1.16,34.45,25.78,36.79,39.3,MOTILALOFS
Other Income,0.03,-16.35,-1.23,,,-28.62,-5.45,30.0,36.8,-65.28,MOTILALOFS
Depreciation,0.93,8.36,8.32,8.17,8.02,6.92,29.42,18.01,29.84,36.51,MOTILALOFS
Interest,0.9,13.45,19.01,29.58,29.53,4.88,92.88,104.28,129.24,127.7,MOTILALOFS
Profit before tax,66.23,45.4,44.9,65.32,53.47,86.35,500.02,392.18,194.1,837.35,MOTILALOFS
Tax,9.93,6.66,5.59,4.83,6.72,0.05,106.75,69.87,-2.7,124.95,MOTILALOFS
Net profit,56.3,38.75,39.31,60.49,46.75,86.3,393.27,322.31,196.8,712.4,MOTILALOFS
