Report Date,2012-03-31 00:00:00,2013-03-31 00:00:00,2014-03-31 00:00:00,2015-03-31 00:00:00,2016-03-31 00:00:00,2017-03-31 00:00:00,2018-03-31 00:00:00,2019-03-31 00:00:00,2020-03-31 00:00:00,2021-03-31 00:00:00,Company_Name
Sales,2113.45,1917.13,2241.62,2384.82,2753.02,2213.24,2558.9,2635.9,1570.1,1689.65,LAXMIMACH
Raw Material Cost,1305.11,1201.5,1421.63,1476.11,1746.84,1294.24,1566.42,1584.26,925.13,1041.21,LAXMIMACH
Change in Inventory,-5.82,22.62,26.96,9.31,9.93,-6.81,-6.88,15.04,-12.9,4.77,LAXMIMACH
Power and Fuel,35.61,45.47,41.45,40.24,52.73,27.38,38.23,34.51,20.72,19.95,LAXMIMACH
Other Mfr. Exp,197.91,164.45,162.38,177.31,184.77,173.9,199.67,199.55,137.2,138.81,LAXMIMACH
Employee Cost,175.89,180.92,235.46,236.61,240.9,246.13,264.54,304.29,233.56,252.68,LAXMIMACH
Selling and admin,54.69,129.68,149.18,117.34,130.7,109.31,121.88,195.95,139.75,131.24,LAXMIMACH
Other Expenses,80.43,6.75,0.73,58.03,88.39,99.8,94.87,63.56,77.27,41.63,LAXMIMACH
Other Income,84.37,78.61,107.2,96.64,93.33,85.76,104.17,68.51,91.52,56.93,LAXMIMACH
Depreciation,113.95,117.72,102.51,96.5,82.89,74.73,70.8,49.83,50.26,51.56,LAXMIMACH
Interest,5.01,1.18,1.82,0.63,0.87,0.38,0.66,0.99,0.42,0.08,LAXMIMACH
Profit before tax,223.4,170.69,260.62,288.0,328.19,266.32,299.12,286.51,64.41,74.19,LAXMIMACH
Tax,86.38,53.21,76.93,80.55,108.06,75.7,87.7,97.22,19.41,26.73,LAXMIMACH
Net profit,137.02,117.48,183.69,207.45,220.12,190.6,211.42,189.28,45.0,47.46,LAXMIMACH
