Report Date,2012-03-31 00:00:00,2013-03-31 00:00:00,2014-03-31 00:00:00,2015-03-31 00:00:00,2016-03-31 00:00:00,2017-03-31 00:00:00,2018-03-31 00:00:00,2019-03-31 00:00:00,2020-03-31 00:00:00,2021-03-31 00:00:00,Company_Name
Equity Share Capital,1268.48,1268.48,1268.48,1268.48,1268.48,1691.3,2255.07,2255.07,4510.14,4440.39,GAIL
Reserves,20357.35,22959.32,25803.85,27851.04,33826.07,36458.07,38073.05,41837.87,39460.96,42170.76,GAIL
Borrowings,5346.85,9063.5,10268.08,9555.92,8060.12,5063.04,2080.52,1001.12,5762.4,6598.1,GAIL
Other Liabilities,9204.89,11414.15,12493.85,14241.56,12642.73,12144.95,15692.08,19303.52,18819.73,20121.7,GAIL
Total,36177.57,44705.45,49834.26,52917.0,55797.4,55357.36,58100.72,64397.58,68553.23,73330.95,GAIL
Net Block,15857.62,19707.45,20639.14,26925.2,27581.49,27705.64,28066.88,30415.17,33050.22,35981.43,GAIL
Capital Work in Progress,7942.45,8977.82,9727.85,4360.02,3420.2,3803.39,5514.02,9202.46,10581.88,11903.41,GAIL
Investments,2681.49,3719.0,4288.7,4322.37,8584.73,9377.08,9953.07,9623.95,7498.47,9723.82,GAIL
Other Assets,9696.01,12301.18,15178.57,17309.41,16210.98,14471.25,14566.75,15156.0,17422.66,15722.29,GAIL
Total,36177.57,44705.45,49834.26,52917.0,55797.4,55357.36,58100.72,64397.58,68553.23,73330.95,GAIL
Receivables,1904.48,2551.34,2811.99,3094.52,2708.96,2724.54,3054.59,4060.19,4546.84,3392.33,GAIL
Inventory,1446.13,1556.59,2277.69,2104.82,1609.44,1718.78,1938.07,2340.88,2979.68,2624.32,GAIL
Cash & Bank,931.33,2357.94,2650.98,1141.64,1793.87,1341.85,2529.39,1214.69,803.91,1361.83,GAIL
No. of Equity Shares,1268477400.0,1268477400.0,1268477400.0,1268477400.0,1268477400.0,1691303200.0,2255070933.0,2255070933.0,4510141866.0,4440385225.0,GAIL
New Bonus Shares,,,,,,,563767733.0,,,,GAIL
Face value,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,GAIL
