Report Date,2012-03-31 00:00:00,2013-03-31 00:00:00,2014-03-31 00:00:00,2015-03-31 00:00:00,2016-03-31 00:00:00,2017-03-31 00:00:00,2018-03-31 00:00:00,2019-03-31 00:00:00,2020-03-31 00:00:00,2021-03-31 00:00:00,Company_Name
Equity Share Capital,25.3,25.3,25.3,25.3,25.3,27.72,27.72,27.72,27.72,27.72,HBLPOWER
Reserves,504.73,520.77,559.86,562.33,598.75,711.68,732.9,749.41,755.08,765.43,HBLPOWER
Borrowings,774.88,815.06,731.04,683.37,545.79,476.5,364.68,230.74,157.64,67.44,HBLPOWER
Other Liabilities,269.74,319.22,451.95,302.79,275.6,258.8,221.23,160.11,166.19,182.56,HBLPOWER
Total,1574.65,1680.35,1768.15,1573.79,1445.44,1474.7,1346.53,1167.98,1106.63,1043.15,HBLPOWER
Net Block,509.77,486.24,474.13,443.98,414.6,416.41,363.11,320.37,301.34,277.01,HBLPOWER
Capital Work in Progress,55.38,67.85,56.13,49.38,48.07,33.36,26.01,37.21,26.96,42.86,HBLPOWER
Investments,151.25,149.53,29.44,22.75,14.65,8.43,3.44,3.44,3.43,3.45,HBLPOWER
Other Assets,858.25,976.73,1208.45,1057.68,968.12,1016.5,953.97,806.96,774.9,719.83,HBLPOWER
Total,1574.65,1680.35,1768.15,1573.79,1445.44,1474.7,1346.53,1167.98,1106.63,1043.15,HBLPOWER
Receivables,380.87,431.38,458.08,408.77,441.76,488.67,466.51,379.32,317.18,273.8,HBLPOWER
Inventory,287.75,433.03,597.57,509.26,392.66,404.36,364.11,320.76,302.61,283.55,HBLPOWER
Cash & Bank,50.73,21.18,46.49,46.11,30.78,22.6,18.55,30.63,73.95,67.37,HBLPOWER
No. of Equity Shares,253000000.0,253000000.0,253000000.0,253000000.0,253000000.0,277194946.0,277194946.0,277194946.0,277194946.0,277194946.0,HBLPOWER
New Bonus Shares,,,,,,,,,,,HBLPOWER
Face value,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,HBLPOWER
