Report Date,2012-03-31 00:00:00,2013-03-31 00:00:00,2014-03-31 00:00:00,2015-03-31 00:00:00,2016-03-31 00:00:00,2017-03-31 00:00:00,2018-03-31 00:00:00,2019-03-31 00:00:00,2020-03-31 00:00:00,2021-03-31 00:00:00,Company_Name
Equity Share Capital,19.68,19.68,24.17,24.17,24.17,24.17,24.17,24.17,24.17,24.17,KAMATHOTEL
Reserves,232.09,226.43,14.19,-50.57,-135.85,-113.79,-76.61,-51.49,-15.7,-42.93,KAMATHOTEL
Borrowings,434.67,441.75,450.62,474.88,469.75,429.13,353.32,301.55,246.88,258.17,KAMATHOTEL
Other Liabilities,103.99,124.06,82.25,102.82,123.04,114.41,86.97,102.06,114.43,118.98,KAMATHOTEL
Total,790.43,811.92,571.23,551.3,481.11,453.92,387.85,376.29,369.78,358.39,KAMATHOTEL
Net Block,385.58,366.82,352.64,328.21,316.65,302.7,291.33,283.29,276.16,266.41,KAMATHOTEL
Capital Work in Progress,5.96,1.18,0.17,,0.21,0.34,0.48,0.31,5.21,6.18,KAMATHOTEL
Investments,82.84,98.85,98.85,98.85,5.56,1.12,0.2,0.2,0.23,0.29,KAMATHOTEL
Other Assets,316.05,345.07,119.57,124.24,158.69,149.76,95.84,92.49,88.18,85.51,KAMATHOTEL
Total,790.43,811.92,571.23,551.3,481.11,453.92,387.85,376.29,369.78,358.39,KAMATHOTEL
Receivables,13.2,11.99,15.02,11.6,10.13,7.78,14.37,11.11,9.87,6.08,KAMATHOTEL
Inventory,4.21,4.3,4.13,4.49,4.61,4.52,2.72,2.68,2.58,1.57,KAMATHOTEL
Cash & Bank,12.83,7.37,7.93,6.66,5.01,3.18,4.4,4.35,3.21,7.17,KAMATHOTEL
No. of Equity Shares,19093394.0,19681900.0,24172600.0,24172558.0,24172558.0,24172558.0,24172558.0,24172558.0,24172558.0,24172558.0,KAMATHOTEL
New Bonus Shares,,,,,,,,,,,KAMATHOTEL
Face value,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,KAMATHOTEL
