Report Date,2012-03-31 00:00:00,2013-03-31 00:00:00,2014-03-31 00:00:00,2015-03-31 00:00:00,2016-03-31 00:00:00,2017-03-31 00:00:00,2018-03-31 00:00:00,2019-03-31 00:00:00,2020-03-31 00:00:00,2021-03-31 00:00:00,Company_Name
Sales,236.62,204.3,194.36,222.53,237.86,244.6,280.94,272.42,253.29,249.71,ASPINWALL
Raw Material Cost,85.78,88.99,93.68,108.97,96.21,83.7,100.54,140.56,93.26,77.08,ASPINWALL
Change in Inventory,2.46,-3.16,13.68,8.99,-0.26,-1.49,5.65,16.91,-11.54,-5.98,ASPINWALL
Power and Fuel,1.03,1.15,1.28,1.35,1.26,1.38,1.6,1.69,1.92,1.75,ASPINWALL
Other Mfr. Exp,92.08,58.99,57.0,57.96,71.74,79.06,98.18,84.1,93.79,104.06,ASPINWALL
Employee Cost,22.98,26.6,29.16,30.44,32.03,33.96,34.56,34.85,35.35,36.84,ASPINWALL
Selling and admin,7.78,10.13,9.58,19.79,18.76,21.58,21.03,10.16,11.32,8.28,ASPINWALL
Other Expenses,7.78,1.61,2.11,2.16,1.99,2.51,2.84,6.08,5.06,4.06,ASPINWALL
Other Income,5.49,5.76,2.86,4.52,4.4,2.58,0.88,7.57,8.21,5.27,ASPINWALL
Depreciation,4.97,5.06,4.91,2.12,2.28,2.32,2.49,2.52,3.3,3.22,ASPINWALL
Interest,5.22,5.59,5.84,8.65,5.51,6.23,5.48,7.77,5.66,4.52,ASPINWALL
Profit before tax,16.95,8.78,7.34,4.6,12.22,14.95,20.75,9.17,0.3,9.19,ASPINWALL
Tax,9.49,4.01,3.96,0.4,4.54,6.33,7.55,1.16,-0.24,2.73,ASPINWALL
Net profit,7.46,4.77,3.38,4.2,7.68,8.62,13.2,8.01,0.54,6.46,ASPINWALL
