Report Date,2012-03-31 00:00:00,2013-03-31 00:00:00,2014-03-31 00:00:00,2015-03-31 00:00:00,2016-03-31 00:00:00,2017-03-31 00:00:00,2018-03-31 00:00:00,2019-03-31 00:00:00,2020-03-31 00:00:00,2021-03-31 00:00:00,Company_Name
Sales,36.83,27.22,25.7,132.61,279.95,498.72,691.94,809.41,1060.37,891.88,TANLA
Raw Material Cost,,,,,,,,,,,TANLA
Change in Inventory,,,,,,,,,,,TANLA
Power and Fuel,0.3,0.43,0.3,0.41,0.4,0.34,0.36,0.37,0.39,0.29,TANLA
Other Mfr. Exp,24.98,16.27,11.77,109.49,241.0,442.61,615.94,689.08,883.76,711.69,TANLA
Employee Cost,6.89,5.67,5.48,6.64,8.73,11.87,13.0,21.83,18.76,21.53,TANLA
Selling and admin,4.7,3.33,2.32,3.69,4.86,6.56,8.97,10.82,22.59,22.28,TANLA
Other Expenses,0.59,0.27,0.17,0.85,11.71,0.67,2.07,6.14,8.59,2.76,TANLA
Other Income,0.49,6.74,-4.2,4.97,0.25,-26.73,4.67,9.56,-39.6,70.55,TANLA
Depreciation,13.93,10.57,10.71,10.38,2.98,11.06,48.91,68.08,320.71,7.12,TANLA
Interest,0.03,0.03,0.08,0.26,0.65,0.4,0.98,3.01,5.78,0.29,TANLA
Profit before tax,-14.1,-2.61,-9.33,5.86,9.87,-1.52,6.38,19.64,-239.81,196.47,TANLA
Tax,-3.51,-0.84,0.34,2.79,6.22,-0.88,-6.72,2.56,-40.89,37.91,TANLA
Net profit,-10.59,-1.78,-9.66,3.07,3.65,-0.63,13.09,17.08,-198.92,158.56,TANLA
