Report Date,2012-03-31 00:00:00,2013-03-31 00:00:00,2014-03-31 00:00:00,2015-03-31 00:00:00,2016-03-31 00:00:00,2017-03-31 00:00:00,2018-03-31 00:00:00,2019-03-31 00:00:00,2020-03-31 00:00:00,2021-03-31 00:00:00,Company_Name
Equity Share Capital,31.45,31.45,31.45,31.32,41.7,41.7,41.7,41.7,41.7,41.7,ESTER
Reserves,232.59,227.17,232.59,236.39,251.53,235.21,241.56,272.72,366.44,474.91,ESTER
Borrowings,303.65,334.8,363.31,375.63,316.24,310.43,303.36,243.28,151.2,202.58,ESTER
Other Liabilities,59.43,59.63,71.74,71.65,79.66,93.61,117.43,107.69,131.73,144.33,ESTER
Total,627.12,653.05,699.09,714.99,689.13,680.95,704.05,665.39,691.07,863.52,ESTER
Net Block,350.45,375.52,389.99,399.33,384.99,416.23,398.54,386.61,363.69,376.68,ESTER
Capital Work in Progress,17.19,5.11,18.08,12.09,23.48,1.74,1.27,3.26,22.69,21.95,ESTER
Investments,0.8,0.02,0.12,0.02,0.41,0.21,0.27,0.17,0.23,97.68,ESTER
Other Assets,258.68,272.4,290.9,303.55,280.25,262.77,303.97,275.35,304.46,367.21,ESTER
Total,627.12,653.05,699.09,714.99,689.13,680.95,704.05,665.39,691.07,863.52,ESTER
Receivables,84.21,109.02,124.24,117.92,112.2,116.1,148.19,122.8,121.25,151.16,ESTER
Inventory,104.31,122.7,124.11,127.67,128.37,117.26,114.19,125.15,110.37,136.64,ESTER
Cash & Bank,21.17,14.26,8.24,22.9,7.8,6.71,7.13,6.04,13.87,26.13,ESTER
No. of Equity Shares,62893706.0,62893706.0,62893706.0,62643759.0,83393759.0,83393759.0,83393759.0,83393759.0,83393759.0,83393759.0,ESTER
New Bonus Shares,,,,,,,,,,,ESTER
Face value,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,ESTER
