Report Date,2012-03-31 00:00:00,2013-03-31 00:00:00,2014-03-31 00:00:00,2015-03-31 00:00:00,2016-03-31 00:00:00,2017-03-31 00:00:00,2018-03-31 00:00:00,2019-03-31 00:00:00,2020-03-31 00:00:00,2021-03-31 00:00:00,Company_Name
Sales,11315.73,13250.81,13616.05,13559.14,15210.62,26714.53,38096.05,44296.6,50128.06,46487.92,GICRE
Raw Material Cost,,,,,,,,,,,GICRE
Change in Inventory,,,,,,,,,,,GICRE
Power and Fuel,,,,,,,,,,,GICRE
Other Mfr. Exp,14000.24,10965.25,12142.01,11920.62,12921.12,21667.21,32971.52,39872.27,50563.62,44873.43,GICRE
Employee Cost,51.29,48.05,77.41,68.62,86.0,96.44,102.57,117.39,198.85,138.95,GICRE
Selling and admin,2083.35,2924.69,2490.3,2831.99,3549.07,5483.65,6431.18,57.14,91.71,28.7,GICRE
Other Expenses,346.88,-87.82,283.61,298.47,202.61,400.89,253.13,1579.71,1390.05,266.46,GICRE
Other Income,2682.72,3083.13,3824.69,4432.59,4545.96,4574.33,5349.54,803.79,1688.01,1996.68,GICRE
Depreciation,4.39,3.85,5.2,8.54,9.22,9.68,7.4,13.99,17.81,13.68,GICRE
Interest,3.24,169.84,137.75,32.59,1.93,7.13,11.53,26.07,,,GICRE
Profit before tax,-2490.94,2310.08,2304.46,2830.9,2986.63,3623.86,3668.26,3433.82,-445.97,3163.38,GICRE
Tax,-22.19,21.21,-17.38,28.22,331.71,496.18,434.67,1209.52,-86.88,1242.95,GICRE
Net profit,-2468.75,2288.86,2321.84,2802.69,2654.92,3127.67,3233.58,2224.31,-359.09,1920.44,GICRE
