Report Date,2012-03-31 00:00:00,2013-03-31 00:00:00,2014-03-31 00:00:00,2015-03-31 00:00:00,2016-03-31 00:00:00,2017-03-31 00:00:00,2018-03-31 00:00:00,2019-03-31 00:00:00,2020-03-31 00:00:00,2021-03-31 00:00:00,Company_Name
Sales,272.96,279.83,315.52,266.46,242.51,128.61,109.52,98.54,82.82,50.7,ZENITHEXPO
Raw Material Cost,196.65,204.14,220.17,196.43,168.28,83.02,70.74,70.77,41.65,30.55,ZENITHEXPO
Change in Inventory,2.45,3.21,-5.77,1.24,-6.17,-6.95,-1.89,11.16,-12.22,2.07,ZENITHEXPO
Power and Fuel,12.52,13.38,11.14,12.0,8.22,1.81,1.56,1.41,1.41,0.95,ZENITHEXPO
Other Mfr. Exp,25.38,28.36,27.56,23.86,26.19,18.61,16.78,17.79,12.28,8.78,ZENITHEXPO
Employee Cost,12.88,13.72,13.8,13.99,12.18,9.44,9.81,8.71,8.48,5.55,ZENITHEXPO
Selling and admin,18.76,20.43,19.33,15.47,19.2,12.62,11.15,10.19,8.87,7.31,ZENITHEXPO
Other Expenses,0.76,-7.41,2.17,1.3,0.02,0.76,1.91,1.3,2.2,1.52,ZENITHEXPO
Other Income,2.93,2.51,1.2,6.4,4.55,3.58,5.31,-6.02,5.61,3.21,ZENITHEXPO
Depreciation,6.31,6.5,6.46,4.56,3.49,1.42,1.41,1.63,1.69,1.64,ZENITHEXPO
Interest,5.85,5.27,7.49,6.69,3.28,0.31,1.36,1.65,1.36,1.28,ZENITHEXPO
Profit before tax,-0.77,1.16,2.83,-0.2,0.03,-2.75,-1.78,-9.77,-1.73,-1.6,ZENITHEXPO
Tax,-0.43,0.32,1.16,-0.28,-0.12,-0.67,0.09,-1.89,-0.3,-0.31,ZENITHEXPO
Net profit,-0.34,0.84,1.67,0.08,0.16,-2.08,-1.88,-7.87,-1.43,-1.3,ZENITHEXPO
