Report Date,2012-03-31 00:00:00,2013-03-31 00:00:00,2014-03-31 00:00:00,2015-03-31 00:00:00,2016-03-31 00:00:00,2017-03-31 00:00:00,2018-03-31 00:00:00,2019-03-31 00:00:00,2020-03-31 00:00:00,2021-03-31 00:00:00,Company_Name
Sales,396.72,451.58,515.43,443.15,391.61,375.45,355.07,299.08,316.33,510.52,VENUSREM
Raw Material Cost,235.07,272.56,301.28,264.39,242.0,221.12,205.72,189.76,170.6,344.04,VENUSREM
Change in Inventory,9.03,9.29,2.32,-6.53,2.17,-0.51,0.3,7.98,-6.21,7.36,VENUSREM
Power and Fuel,2.49,2.86,3.11,3.28,2.9,3.08,3.02,3.5,3.41,3.39,VENUSREM
Other Mfr. Exp,2.76,3.32,3.56,3.05,2.57,3.1,3.01,3.9,3.63,4.51,VENUSREM
Employee Cost,22.04,24.8,27.35,29.18,26.97,26.97,29.77,32.21,35.75,38.34,VENUSREM
Selling and admin,45.75,48.61,59.85,58.52,50.86,73.38,70.28,46.15,57.57,84.84,VENUSREM
Other Expenses,-8.46,-9.77,-10.62,-8.73,-11.07,,0.02,-2.75,-3.91,-4.11,VENUSREM
Other Income,0.38,0.39,0.41,0.55,0.67,0.79,1.19,-4.45,-5.23,41.2,VENUSREM
Depreciation,24.06,31.76,38.61,44.74,40.47,39.32,32.73,32.95,31.05,34.28,VENUSREM
Interest,27.26,24.45,29.29,40.7,36.74,33.56,35.44,25.15,13.05,12.73,VENUSREM
Profit before tax,55.16,62.67,65.73,2.04,3.01,-24.8,-23.43,-28.26,-6.26,41.06,VENUSREM
Tax,5.13,5.52,4.78,-2.51,1.81,-4.56,3.16,-1.15,1.96,-13.21,VENUSREM
Net profit,50.03,57.15,60.95,4.55,1.2,-20.24,-26.58,-27.11,-8.23,54.27,VENUSREM
