Report Date,2012-03-31 00:00:00,2013-03-31 00:00:00,2014-03-31 00:00:00,2015-03-31 00:00:00,2016-03-31 00:00:00,2017-03-31 00:00:00,2018-03-31 00:00:00,2019-03-31 00:00:00,2020-03-31 00:00:00,2021-03-31 00:00:00,Company_Name
Sales,129.48,180.13,184.33,186.47,184.52,207.98,223.7,230.0,265.52,258.45,TFCILTD
Raw Material Cost,,,,,,,,,,,TFCILTD
Change in Inventory,,,,,,,,,,,TFCILTD
Power and Fuel,0.01,,,,,,0.03,0.04,0.05,0.06,TFCILTD
Other Mfr. Exp,0.82,0.93,0.45,1.21,1.22,0.81,1.0,1.01,1.25,0.94,TFCILTD
Employee Cost,6.48,6.51,6.42,6.59,6.81,13.66,12.27,11.21,14.36,17.63,TFCILTD
Selling and admin,4.67,5.97,8.28,6.9,7.44,7.45,4.69,3.72,5.0,5.44,TFCILTD
Other Expenses,-5.88,6.3,4.99,5.5,3.64,21.53,1.84,1.96,26.18,3.31,TFCILTD
Other Income,0.81,2.27,2.93,1.58,1.13,23.92,0.19,6.3,0.14,0.05,TFCILTD
Depreciation,1.74,1.73,1.77,0.8,0.73,0.62,0.63,0.37,0.64,1.15,TFCILTD
Interest,59.37,88.52,81.28,85.19,90.13,90.81,96.45,104.35,120.72,130.12,TFCILTD
Profit before tax,63.08,72.44,84.07,81.86,75.68,97.02,106.98,113.64,97.46,99.85,TFCILTD
Tax,13.61,16.91,25.57,21.68,22.07,26.59,29.5,27.39,16.43,19.11,TFCILTD
Net profit,49.47,55.53,58.5,60.18,53.61,70.43,77.48,86.25,81.02,80.75,TFCILTD
