Report Date,2012-03-31 00:00:00,2013-03-31 00:00:00,2014-03-31 00:00:00,2015-03-31 00:00:00,2016-03-31 00:00:00,2017-03-31 00:00:00,2018-03-31 00:00:00,2019-03-31 00:00:00,2020-03-31 00:00:00,2021-03-31 00:00:00,Company_Name
Sales,3155.9,3274.34,3318.69,3247.83,2799.78,962.14,-73.96,1292.38,1584.87,612.27,JPINFRATEC
Raw Material Cost,,,,,,,,,,,JPINFRATEC
Change in Inventory,,,,,,,,,,,JPINFRATEC
Power and Fuel,1.65,8.88,12.48,14.21,10.6,9.04,9.23,9.37,9.12,8.27,JPINFRATEC
Other Mfr. Exp,1459.91,1675.67,1845.99,1766.59,2081.62,1222.56,501.19,906.23,1335.61,280.18,JPINFRATEC
Employee Cost,12.67,29.33,40.31,45.33,39.81,34.49,33.85,33.9,34.93,30.74,JPINFRATEC
Selling and admin,22.33,51.47,57.19,57.22,47.51,56.93,47.88,52.91,62.06,40.96,JPINFRATEC
Other Expenses,9.04,31.68,58.29,20.22,18.85,0.8,4.14,12.27,363.07,431.65,JPINFRATEC
Other Income,13.03,17.86,13.41,9.87,8.73,3.74,11.71,0.41,2.72,3.56,JPINFRATEC
Depreciation,1.59,14.92,21.43,28.28,34.06,41.27,40.54,50.82,49.28,48.6,JPINFRATEC
Interest,64.35,612.09,895.96,897.0,1031.01,843.27,1119.3,1531.12,1786.38,2043.93,JPINFRATEC
Profit before tax,1597.39,868.16,400.45,428.85,-454.95,-1242.48,-1818.38,-1303.83,-2052.86,-2268.5,JPINFRATEC
Tax,307.67,173.7,101.29,73.85,-97.95,-366.09,,21.86,89.9,,JPINFRATEC
Net profit,1289.72,694.46,299.17,355.0,-357.0,-876.39,-1818.37,-1325.69,-2142.76,-2268.5,JPINFRATEC
