Report Date,2012-06-30 00:00:00,2013-06-30 00:00:00,2014-06-30 00:00:00,2015-06-30 00:00:00,2016-03-31 00:00:00,2017-03-31 00:00:00,2018-03-31 00:00:00,2019-03-31 00:00:00,2020-03-31 00:00:00,2021-03-31 00:00:00,Company_Name
Sales,107.62,122.67,166.4,240.23,231.29,341.55,426.57,536.91,527.83,482.68,CAPLIPOINT
Raw Material Cost,78.76,83.38,100.42,129.49,117.04,162.17,182.5,239.54,238.92,195.4,CAPLIPOINT
Change in Inventory,-0.39,1.07,0.68,1.24,0.31,0.23,2.39,2.51,0.74,0.57,CAPLIPOINT
Power and Fuel,0.72,0.97,2.83,8.39,7.55,9.85,10.96,12.29,7.19,6.36,CAPLIPOINT
Other Mfr. Exp,1.41,1.99,5.02,9.71,9.39,15.6,15.29,15.56,8.98,7.74,CAPLIPOINT
Employee Cost,6.14,7.5,12.38,18.38,18.13,30.58,38.82,42.01,25.0,26.59,CAPLIPOINT
Selling and admin,3.58,5.0,7.91,13.7,12.04,27.37,37.1,39.24,38.19,28.12,CAPLIPOINT
Other Expenses,5.78,2.93,4.43,4.58,4.93,2.38,2.04,2.18,3.25,5.05,CAPLIPOINT
Other Income,2.39,1.73,3.34,2.73,3.47,12.51,23.31,35.4,65.93,18.56,CAPLIPOINT
Depreciation,1.16,1.45,3.44,8.28,7.3,13.26,18.99,20.84,19.65,22.44,CAPLIPOINT
Interest,1.24,0.73,0.61,0.87,0.31,0.5,0.52,0.5,0.19,0.17,CAPLIPOINT
Profit before tax,10.83,21.52,33.38,50.8,58.38,92.58,146.05,202.66,253.13,209.94,CAPLIPOINT
Tax,2.65,7.21,7.74,9.86,13.05,22.26,43.74,54.49,55.49,53.71,CAPLIPOINT
Net profit,8.19,14.31,25.64,40.94,45.33,70.32,102.31,148.17,197.64,156.22,CAPLIPOINT
