Report Date,2012-03-31 00:00:00,2013-03-31 00:00:00,2014-03-31 00:00:00,2015-03-31 00:00:00,2016-03-31 00:00:00,2017-03-31 00:00:00,2018-03-31 00:00:00,2019-03-31 00:00:00,2020-03-31 00:00:00,2021-03-31 00:00:00,Company_Name
Equity Share Capital,5.09,5.09,13.91,13.91,13.91,13.91,13.91,13.91,13.91,13.91,UNIENTER
Reserves,196.03,185.85,249.21,257.73,269.53,2052.76,2075.97,2683.73,1503.9,2700.8,UNIENTER
Borrowings,86.3,90.2,10.2,10.2,,,,,,,UNIENTER
Other Liabilities,9.93,1.31,7.41,0.21,0.21,0.15,0.15,0.18,0.71,56.9,UNIENTER
Total,297.35,282.45,280.73,282.05,283.65,2066.82,2090.03,2697.82,1518.52,2771.61,UNIENTER
Net Block,173.94,173.94,173.94,173.94,173.94,174.74,174.7,174.66,174.63,175.54,UNIENTER
Capital Work in Progress,,,,,,,,,,,UNIENTER
Investments,83.98,83.93,83.88,83.83,83.79,1855.94,1871.48,2483.0,1260.6,2550.03,UNIENTER
Other Assets,39.43,24.58,22.91,24.28,25.92,36.14,43.85,40.16,83.29,46.04,UNIENTER
Total,297.35,282.45,280.73,282.05,283.65,2066.82,2090.03,2697.82,1518.52,2771.61,UNIENTER
Receivables,9.39,,,,,,,,,,UNIENTER
Inventory,,,,,,,,,,,UNIENTER
Cash & Bank,3.82,2.41,0.6,2.22,2.86,0.99,6.34,1.22,42.77,4.32,UNIENTER
No. of Equity Shares,25474670.0,25474670.0,69545849.0,69545849.0,69545849.0,69545849.0,69545849.0,69545849.0,69545849.0,69545849.0,UNIENTER
New Bonus Shares,,,,,,,,,,,UNIENTER
Face value,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,UNIENTER
