Report Date,2012-03-31 00:00:00,2013-03-31 00:00:00,2014-03-31 00:00:00,2015-03-31 00:00:00,2016-03-31 00:00:00,2017-03-31 00:00:00,2018-03-31 00:00:00,2019-03-31 00:00:00,2020-03-31 00:00:00,2021-03-31 00:00:00,Company_Name
Sales,323.89,347.16,372.85,381.44,384.94,379.56,321.0,326.73,303.92,322.61,JMA
Raw Material Cost,295.04,317.28,335.82,344.92,348.22,334.7,273.36,282.9,269.36,266.56,JMA
Change in Inventory,8.19,7.09,1.83,2.73,3.07,-2.63,-6.53,1.26,6.68,-8.65,JMA
Power and Fuel,0.28,0.29,0.34,0.36,0.37,0.41,0.35,0.38,0.34,0.27,JMA
Other Mfr. Exp,0.24,0.31,0.4,0.54,0.93,0.13,0.03,0.63,0.51,0.36,JMA
Employee Cost,10.41,10.88,12.14,13.25,15.18,16.13,17.1,18.44,19.39,17.8,JMA
Selling and admin,2.9,2.92,3.3,3.46,3.36,3.17,4.02,4.02,3.92,2.91,JMA
Other Expenses,2.43,3.08,2.99,3.8,3.84,4.96,4.52,5.09,4.42,4.22,JMA
Other Income,1.99,2.91,2.47,5.07,3.68,3.71,4.44,5.02,5.4,6.42,JMA
Depreciation,0.48,0.64,0.83,0.98,0.88,1.04,1.05,0.99,0.91,0.65,JMA
Interest,0.82,0.86,0.86,0.7,,0.01,0.08,0.03,,0.17,JMA
Profit before tax,21.47,20.9,20.47,21.23,18.91,20.09,18.4,20.53,17.15,27.44,JMA
Tax,6.67,6.36,6.64,6.68,6.44,7.02,6.42,7.1,4.45,7.06,JMA
Net profit,14.8,14.54,13.84,14.55,12.48,13.07,11.99,13.44,12.7,20.38,JMA
