Report Date,2012-03-31 00:00:00,2013-03-31 00:00:00,2014-03-31 00:00:00,2015-03-31 00:00:00,2016-03-31 00:00:00,2017-03-31 00:00:00,2018-03-31 00:00:00,2019-03-31 00:00:00,2020-03-31 00:00:00,2021-03-31 00:00:00,Company_Name
Sales,886.07,970.34,1204.3,1186.65,952.84,1037.48,1144.17,1303.7,1058.58,1123.62,IGPL
Raw Material Cost,756.01,829.95,1075.1,959.76,750.55,735.37,723.14,925.13,814.54,662.25,IGPL
Change in Inventory,-4.37,6.22,26.72,-41.44,16.47,-15.84,-4.36,12.33,-2.62,10.81,IGPL
Power and Fuel,19.25,24.61,22.38,15.64,11.17,20.53,21.87,23.65,25.3,24.96,IGPL
Other Mfr. Exp,11.06,12.18,16.89,12.27,10.3,22.07,23.75,31.79,32.47,28.91,IGPL
Employee Cost,18.72,24.47,25.17,28.55,29.94,40.57,58.31,63.9,60.63,73.57,IGPL
Selling and admin,20.56,19.36,25.49,40.31,41.2,34.52,37.89,44.59,43.92,42.35,IGPL
Other Expenses,13.36,9.33,5.45,8.41,12.8,0.25,7.45,0.84,7.27,3.78,IGPL
Other Income,3.41,-22.35,-8.23,-14.45,3.57,3.3,4.02,-1.92,6.1,4.11,IGPL
Depreciation,14.9,13.75,18.03,16.39,17.54,21.12,25.7,26.46,29.9,34.1,IGPL
Interest,14.65,16.67,30.36,38.17,22.67,18.24,14.88,11.44,15.95,14.56,IGPL
Profit before tax,16.6,3.89,3.92,11.26,76.71,132.27,230.84,186.31,32.08,254.06,IGPL
Tax,3.31,0.81,0.78,2.36,16.35,30.33,84.31,69.83,11.03,64.53,IGPL
Net profit,13.29,3.08,3.13,8.9,60.36,101.94,146.54,116.48,21.04,189.52,IGPL
