Report Date,2012-03-31 00:00:00,2013-03-31 00:00:00,2014-03-31 00:00:00,2015-03-31 00:00:00,2016-03-31 00:00:00,2017-03-31 00:00:00,2018-03-31 00:00:00,2019-03-31 00:00:00,2020-03-31 00:00:00,2021-03-31 00:00:00,Company_Name
Sales,63.84,57.72,53.49,59.84,75.7,98.57,97.07,128.29,97.77,65.88,RANEHOLDIN
Raw Material Cost,,,,,,,,,,,RANEHOLDIN
Change in Inventory,,,,,,,,,,,RANEHOLDIN
Power and Fuel,0.23,0.32,0.3,0.31,0.34,0.34,0.33,0.32,0.32,0.27,RANEHOLDIN
Other Mfr. Exp,0.51,0.97,1.08,0.8,1.19,1.32,1.54,1.53,1.42,1.53,RANEHOLDIN
Employee Cost,7.64,9.43,9.65,11.59,13.01,14.95,14.74,17.58,17.43,14.23,RANEHOLDIN
Selling and admin,13.78,11.82,12.5,12.57,13.88,13.86,16.47,16.4,14.17,12.18,RANEHOLDIN
Other Expenses,0.7,0.7,0.82,0.68,1.14,0.75,1.6,1.69,2.02,1.07,RANEHOLDIN
Other Income,0.07,0.01,0.01,0.1,0.15,-0.41,0.02,0.2,0.01,-15.47,RANEHOLDIN
Depreciation,0.47,0.67,0.92,1.27,1.15,1.41,1.28,1.13,3.21,3.06,RANEHOLDIN
Interest,2.47,1.29,0.28,0.04,2.24,2.78,2.34,2.35,2.17,3.09,RANEHOLDIN
Profit before tax,38.11,32.53,27.95,32.68,42.9,62.75,58.79,87.49,57.04,14.98,RANEHOLDIN
Tax,3.86,6.58,6.22,6.76,7.25,12.95,10.0,11.13,6.22,13.62,RANEHOLDIN
Net profit,34.25,25.95,21.73,25.92,35.65,49.8,48.79,76.36,50.82,1.36,RANEHOLDIN
