Report Date,2012-03-31 00:00:00,2013-03-31 00:00:00,2014-03-31 00:00:00,2015-03-31 00:00:00,2016-03-31 00:00:00,2017-03-31 00:00:00,2018-03-31 00:00:00,2019-03-31 00:00:00,2020-03-31 00:00:00,2021-03-31 00:00:00,Company_Name
Sales,211.2,243.56,292.78,441.56,335.36,292.71,375.19,482.76,372.33,404.15,VINYLINDIA
Raw Material Cost,195.63,234.85,288.34,415.85,302.58,269.6,389.41,464.97,333.96,406.63,VINYLINDIA
Change in Inventory,-2.4,6.08,15.31,1.74,-12.9,-7.13,37.64,10.95,-18.47,25.4,VINYLINDIA
Power and Fuel,,,,,,,,,,,VINYLINDIA
Other Mfr. Exp,,,,0.01,,,0.01,,0.01,0.01,VINYLINDIA
Employee Cost,1.35,1.48,1.62,2.53,2.43,2.73,3.28,3.59,3.4,4.11,VINYLINDIA
Selling and admin,0.66,0.47,0.54,0.5,0.73,0.49,0.33,0.43,0.46,0.39,VINYLINDIA
Other Expenses,3.91,4.65,7.26,6.9,7.4,3.48,5.56,11.2,9.71,3.46,VINYLINDIA
Other Income,0.21,0.84,1.04,1.29,3.05,4.18,3.96,0.57,3.73,0.35,VINYLINDIA
Depreciation,,,,0.01,0.01,0.01,0.01,0.01,0.01,0.01,VINYLINDIA
Interest,0.03,0.22,0.04,0.07,0.07,0.03,0.08,0.08,0.05,0.05,VINYLINDIA
Profit before tax,7.43,8.81,11.33,18.72,12.29,13.42,18.11,14.0,9.99,15.24,VINYLINDIA
Tax,2.42,2.87,3.85,6.38,4.31,4.72,6.45,5.15,2.53,3.89,VINYLINDIA
Net profit,5.01,5.94,7.49,12.34,7.99,8.72,11.67,8.86,7.46,11.35,VINYLINDIA
