Report Date,2012-03-31 00:00:00,2013-03-31 00:00:00,2014-03-31 00:00:00,2015-03-31 00:00:00,2016-03-31 00:00:00,2017-03-31 00:00:00,2018-03-31 00:00:00,2019-03-31 00:00:00,2020-03-31 00:00:00,2021-03-31 00:00:00,Company_Name
Equity Share Capital,11.27,11.27,11.27,11.27,11.27,10.96,10.96,10.68,10.68,10.68,LAXMIMACH
Reserves,887.24,949.02,1093.17,1249.2,1492.08,1527.47,1710.69,1679.68,1645.63,1769.58,LAXMIMACH
Borrowings,,,,,,,,,,,LAXMIMACH
Other Liabilities,984.77,834.51,918.19,911.39,804.87,773.69,831.9,736.22,685.49,961.98,LAXMIMACH
Total,1883.28,1794.8,2022.63,2171.86,2308.22,2312.12,2553.55,2426.58,2341.8,2742.24,LAXMIMACH
Net Block,497.56,436.59,382.94,374.11,400.9,462.25,515.0,647.52,664.21,658.66,LAXMIMACH
Capital Work in Progress,10.31,13.21,2.73,3.1,7.56,3.34,21.16,12.19,29.81,10.52,LAXMIMACH
Investments,154.07,103.83,128.83,128.83,152.76,126.24,147.98,189.46,201.1,350.9,LAXMIMACH
Other Assets,1221.34,1241.17,1508.13,1665.82,1747.0,1720.29,1869.41,1577.41,1446.68,1722.16,LAXMIMACH
Total,1883.28,1794.8,2022.63,2171.86,2308.22,2312.12,2553.55,2426.58,2341.8,2742.24,LAXMIMACH
Receivables,129.3,120.01,182.79,220.58,207.96,195.09,262.84,203.66,119.32,184.94,LAXMIMACH
Inventory,215.32,225.7,280.63,288.66,299.35,331.78,306.27,307.92,274.16,324.28,LAXMIMACH
Cash & Bank,692.35,749.69,879.39,941.62,955.81,906.97,970.22,523.44,619.02,762.63,LAXMIMACH
No. of Equity Shares,11266504.0,11266504.0,11266504.0,11266504.0,11266504.0,10955504.0,10955504.0,10683000.0,10683000.0,10683000.0,LAXMIMACH
New Bonus Shares,,,,,,,,,,,LAXMIMACH
Face value,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,LAXMIMACH
