Report Date,2012-03-31 00:00:00,2013-03-31 00:00:00,2014-03-31 00:00:00,2015-03-31 00:00:00,2016-03-31 00:00:00,2017-03-31 00:00:00,2018-03-31 00:00:00,2019-03-31 00:00:00,2020-03-31 00:00:00,2021-03-31 00:00:00,Company_Name
Equity Share Capital,160.79,160.79,160.79,160.79,160.79,163.58,164.48,165.42,165.61,166.22,NOCIL
Reserves,172.05,203.25,215.58,252.63,307.15,741.46,872.95,987.64,1010.4,1107.28,NOCIL
Borrowings,80.46,146.84,152.23,147.31,25.87,15.0,5.0,,,,NOCIL
Other Liabilities,132.68,151.08,207.85,196.4,184.71,228.04,273.15,274.76,251.86,325.4,NOCIL
Total,545.98,661.96,736.45,757.13,678.52,1148.08,1315.58,1427.82,1427.87,1598.9,NOCIL
Net Block,74.09,301.05,302.08,293.23,289.77,518.4,502.62,629.1,769.48,891.74,NOCIL
Capital Work in Progress,127.78,3.44,2.82,3.38,6.04,3.14,39.16,130.51,156.3,13.97,NOCIL
Investments,25.06,47.31,47.31,47.31,47.31,200.9,301.53,148.21,72.12,82.14,NOCIL
Other Assets,319.05,310.16,384.24,413.21,335.4,425.64,472.27,520.0,429.97,611.05,NOCIL
Total,545.98,661.96,736.45,757.13,678.52,1148.08,1315.58,1427.82,1427.87,1598.9,NOCIL
Receivables,99.58,110.87,147.72,167.19,151.05,166.54,243.36,232.19,203.21,308.56,NOCIL
Inventory,113.92,115.44,159.88,187.5,132.41,114.31,154.99,170.42,136.12,165.25,NOCIL
Cash & Bank,35.07,11.76,15.0,4.75,7.01,113.52,27.59,38.9,12.8,79.65,NOCIL
No. of Equity Shares,160786980.0,160786980.0,160786980.0,160786980.0,160786980.0,163583180.0,164477680.0,165418830.0,165605955.0,166219130.0,NOCIL
New Bonus Shares,,,,,,,,,,,NOCIL
Face value,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,NOCIL
