Report Date,2012-03-31 00:00:00,2013-03-31 00:00:00,2014-03-31 00:00:00,2015-03-31 00:00:00,2016-03-31 00:00:00,2017-03-31 00:00:00,2018-03-31 00:00:00,2019-03-31 00:00:00,2020-03-31 00:00:00,2021-03-31 00:00:00,Company_Name
Sales,862.92,1039.15,1246.01,1523.11,1708.71,1802.73,1665.56,1695.55,1595.25,1630.15,SOMANYCERA
Raw Material Cost,477.61,607.17,718.71,988.82,1117.46,1090.07,1000.59,1023.48,997.87,979.05,SOMANYCERA
Change in Inventory,-0.3,16.08,-28.26,35.08,-6.21,-4.73,22.14,19.34,27.27,-52.78,SOMANYCERA
Power and Fuel,109.17,130.58,164.72,177.63,160.62,144.03,164.16,183.51,162.87,126.24,SOMANYCERA
Other Mfr. Exp,49.6,56.62,57.81,61.46,32.15,73.33,73.14,67.71,62.85,61.62,SOMANYCERA
Employee Cost,65.92,73.97,82.65,95.79,111.64,141.64,153.53,167.18,173.42,163.86,SOMANYCERA
Selling and admin,87.92,102.56,112.47,141.58,153.83,162.86,140.5,128.11,113.74,76.11,SOMANYCERA
Other Expenses,-1.59,-1.19,-0.78,-3.99,2.89,23.58,24.17,29.68,35.9,31.13,SOMANYCERA
Other Income,0.57,1.53,2.21,7.19,3.87,11.58,14.21,13.76,-10.45,-4.22,SOMANYCERA
Depreciation,18.22,20.4,22.06,22.27,20.57,21.71,27.04,31.0,42.44,44.26,SOMANYCERA
Interest,20.65,19.98,18.3,16.31,16.33,16.52,17.66,26.12,21.81,14.39,SOMANYCERA
Profit before tax,35.69,46.67,44.02,65.51,90.88,135.84,101.12,71.86,1.17,76.49,SOMANYCERA
Tax,10.94,15.08,15.99,21.13,29.82,48.14,36.03,25.56,-12.09,20.6,SOMANYCERA
Net profit,24.75,31.59,28.03,44.38,61.06,87.71,65.1,46.3,13.26,55.89,SOMANYCERA
