Report Date,2012-03-31 00:00:00,2013-03-31 00:00:00,2014-03-31 00:00:00,2015-03-31 00:00:00,2016-03-31 00:00:00,2017-03-31 00:00:00,2018-03-31 00:00:00,2019-03-31 00:00:00,2020-03-31 00:00:00,2021-03-31 00:00:00,Company_Name
Sales,382.9,423.13,431.99,430.15,319.39,569.84,261.39,251.81,276.61,210.05,VIVIMEDLAB
Raw Material Cost,229.3,247.37,236.06,251.1,124.68,182.19,114.97,127.7,155.17,92.75,VIVIMEDLAB
Change in Inventory,1.57,7.55,1.41,53.2,-6.87,2.26,28.57,47.4,4.87,-4.31,VIVIMEDLAB
Power and Fuel,14.78,19.82,20.36,15.81,11.03,15.13,10.83,8.92,8.99,,VIVIMEDLAB
Other Mfr. Exp,30.75,36.28,18.54,35.44,26.81,28.39,20.11,21.3,16.08,,VIVIMEDLAB
Employee Cost,15.15,18.75,26.32,30.82,26.93,45.23,37.14,40.41,34.73,32.36,VIVIMEDLAB
Selling and admin,13.76,18.6,37.95,36.18,38.98,42.43,23.36,33.38,26.03,,VIVIMEDLAB
Other Expenses,-4.3,-5.0,-9.9,6.95,-1.81,8.25,5.21,0.02,0.88,58.84,VIVIMEDLAB
Other Income,0.42,3.38,1.55,1.43,0.98,8.75,1.93,8.54,-0.33,6.07,VIVIMEDLAB
Depreciation,10.55,17.21,18.06,20.56,18.79,26.83,18.14,18.26,16.57,15.8,VIVIMEDLAB
Interest,23.56,29.65,48.75,63.66,56.75,59.01,53.27,52.63,43.44,41.49,VIVIMEDLAB
Profit before tax,51.34,51.38,38.81,24.26,11.34,173.39,8.86,5.13,-20.74,-29.43,VIVIMEDLAB
Tax,10.92,14.64,12.17,5.32,3.21,47.04,-1.02,-1.05,-1.57,-0.23,VIVIMEDLAB
Net profit,40.42,36.74,26.63,18.94,8.13,126.34,9.87,6.19,-19.17,-29.19,VIVIMEDLAB
