Report Date,2012-03-31 00:00:00,2013-03-31 00:00:00,2014-03-31 00:00:00,2015-03-31 00:00:00,2016-03-31 00:00:00,2017-03-31 00:00:00,2018-03-31 00:00:00,2019-03-31 00:00:00,2020-03-31 00:00:00,2021-03-31 00:00:00,Company_Name
Sales,222.88,228.73,244.53,283.3,361.14,384.97,442.77,559.77,566.95,605.62,SALZERELEC
Raw Material Cost,155.47,156.18,174.09,198.7,251.79,293.17,348.05,395.21,405.82,458.71,SALZERELEC
Change in Inventory,4.52,3.18,5.85,2.79,-4.8,21.18,34.87,0.52,10.38,12.38,SALZERELEC
Power and Fuel,4.58,6.03,4.77,5.16,5.7,5.92,6.08,8.42,7.99,8.1,SALZERELEC
Other Mfr. Exp,11.66,15.52,10.99,12.85,15.97,25.33,32.29,47.87,51.04,46.22,SALZERELEC
Employee Cost,9.43,12.29,13.15,15.59,17.8,18.84,19.98,25.04,26.55,24.49,SALZERELEC
Selling and admin,12.51,12.83,16.45,17.37,19.77,17.51,16.61,18.05,18.71,16.11,SALZERELEC
Other Expenses,4.99,0.59,0.71,0.95,2.41,0.85,1.25,2.06,2.01,2.58,SALZERELEC
Other Income,0.91,1.39,0.93,0.99,2.8,5.06,3.0,0.71,0.87,1.99,SALZERELEC
Depreciation,7.96,8.67,7.52,7.14,8.32,8.9,10.54,12.16,14.44,15.61,SALZERELEC
Interest,11.59,11.77,11.94,12.34,13.14,14.59,14.91,19.88,21.17,21.27,SALZERELEC
Profit before tax,10.12,9.42,11.69,16.98,24.24,26.1,30.93,32.31,30.47,26.9,SALZERELEC
Tax,1.93,2.36,3.25,4.99,7.19,8.76,10.93,8.35,4.08,6.23,SALZERELEC
Net profit,8.19,7.06,8.44,11.98,17.05,17.34,20.02,23.96,26.39,20.67,SALZERELEC
