Report Date,2012-03-31 00:00:00,2013-03-31 00:00:00,2014-03-31 00:00:00,2015-03-31 00:00:00,2016-03-31 00:00:00,2017-03-31 00:00:00,2018-03-31 00:00:00,2019-03-31 00:00:00,2020-03-31 00:00:00,2021-03-31 00:00:00,Company_Name
Sales,1513.39,1520.8,1469.81,1640.08,1523.6,1456.27,2018.5,2186.0,1758.12,1891.55,SUNFLAG
Raw Material Cost,1112.66,943.86,932.48,1032.47,878.34,897.05,1234.77,1473.47,1067.13,1097.61,SUNFLAG
Change in Inventory,78.7,-16.83,3.03,7.17,-11.18,34.85,15.59,100.85,-11.82,-112.11,SUNFLAG
Power and Fuel,140.99,149.52,153.38,162.79,122.96,122.63,122.38,150.09,117.52,132.84,SUNFLAG
Other Mfr. Exp,61.49,140.52,63.36,101.69,185.1,132.43,206.42,208.52,196.67,101.72,SUNFLAG
Employee Cost,71.64,75.86,75.06,82.06,98.27,94.26,102.57,102.14,97.43,92.52,SUNFLAG
Selling and admin,189.74,120.53,217.16,215.47,88.03,156.2,180.14,151.07,158.27,122.67,SUNFLAG
Other Expenses,-104.79,-44.78,-115.61,-116.51,-38.32,-56.86,-49.04,-36.22,-61.34,-14.46,SUNFLAG
Other Income,5.28,7.82,5.48,5.12,9.24,7.75,16.93,11.12,11.16,10.92,SUNFLAG
Depreciation,42.44,56.45,61.18,51.13,35.64,33.19,34.13,37.87,46.2,70.18,SUNFLAG
Interest,53.05,82.33,72.99,71.44,64.95,35.06,35.49,38.74,41.25,28.68,SUNFLAG
Profit before tax,30.15,-12.5,18.32,51.83,86.69,84.91,184.16,172.29,94.33,158.6,SUNFLAG
Tax,10.78,,-3.36,27.42,29.88,19.74,55.49,61.7,1.77,25.08,SUNFLAG
Net profit,19.37,-12.5,21.68,24.41,56.81,65.17,128.67,110.59,92.56,133.52,SUNFLAG
