Report Date,2012-03-31 00:00:00,2013-03-31 00:00:00,2014-03-31 00:00:00,2015-03-31 00:00:00,2016-03-31 00:00:00,2017-03-31 00:00:00,2018-03-31 00:00:00,2019-03-31 00:00:00,2020-03-31 00:00:00,2021-03-31 00:00:00,Company_Name
Sales,30.08,39.29,158.37,150.0,152.91,55.83,61.83,128.88,76.24,88.23,TRIGYN
Raw Material Cost,,,,0.31,2.95,1.75,18.1,50.0,16.46,16.0,TRIGYN
Change in Inventory,,,,,,,9.91,-8.49,3.18,-0.73,TRIGYN
Power and Fuel,0.45,0.51,0.55,0.53,0.5,0.51,0.62,0.63,0.54,0.25,TRIGYN
Other Mfr. Exp,0.78,0.57,0.3,0.57,0.55,0.29,0.32,1.28,0.81,1.04,TRIGYN
Employee Cost,21.38,27.51,144.16,143.37,137.52,42.0,41.18,43.1,42.62,53.82,TRIGYN
Selling and admin,3.3,4.16,6.37,6.84,8.18,8.73,8.97,11.05,10.53,8.5,TRIGYN
Other Expenses,1.06,2.48,2.61,1.12,0.74,0.76,0.83,1.26,10.36,5.06,TRIGYN
Other Income,4.88,2.84,56.42,4.16,1.41,0.46,0.54,3.05,17.1,8.06,TRIGYN
Depreciation,0.94,0.77,-0.74,0.6,0.47,0.61,1.06,1.21,2.07,3.06,TRIGYN
Interest,0.36,0.3,0.33,0.31,0.45,0.29,0.36,0.57,1.66,1.95,TRIGYN
Profit before tax,6.69,5.83,61.21,0.51,2.96,1.35,0.84,14.34,11.47,5.88,TRIGYN
Tax,1.47,1.47,3.73,0.48,0.84,0.52,0.38,10.36,5.26,2.88,TRIGYN
Net profit,5.22,4.36,57.47,0.02,2.13,0.83,0.46,3.98,6.21,3.01,TRIGYN
