Report Date,2012-03-31 00:00:00,2013-03-31 00:00:00,2014-03-31 00:00:00,2015-03-31 00:00:00,2016-03-31 00:00:00,2017-03-31 00:00:00,2018-03-31 00:00:00,2019-03-31 00:00:00,2020-03-31 00:00:00,2021-03-31 00:00:00,Company_Name
Sales,122.18,138.06,154.17,200.84,225.48,271.42,298.25,324.71,247.82,127.59,RADIOCITY
Raw Material Cost,,,,,,,,,,,RADIOCITY
Change in Inventory,,,,,,,,,,,RADIOCITY
Power and Fuel,5.42,6.31,6.68,7.08,7.56,9.07,9.7,10.43,9.45,7.83,RADIOCITY
Other Mfr. Exp,14.13,16.42,18.23,19.87,5.14,22.93,26.42,27.26,7.14,6.71,RADIOCITY
Employee Cost,29.77,34.58,36.32,43.02,50.22,65.65,69.65,69.91,55.61,47.41,RADIOCITY
Selling and admin,44.49,44.79,47.72,60.81,68.72,67.73,74.95,85.0,82.8,46.68,RADIOCITY
Other Expenses,2.38,2.13,2.84,7.76,17.01,14.79,20.44,18.94,35.68,30.19,RADIOCITY
Other Income,2.13,2.48,3.09,6.67,2.48,4.44,19.38,15.1,16.31,14.92,RADIOCITY
Depreciation,23.46,19.9,15.49,15.7,16.72,19.68,26.27,27.11,34.78,33.23,RADIOCITY
Interest,6.83,4.79,5.66,6.21,20.66,19.01,14.98,5.64,9.75,3.22,RADIOCITY
Profit before tax,-2.17,11.62,24.32,47.06,41.93,57.0,75.22,95.52,28.92,-32.76,RADIOCITY
Tax,,,,,14.3,20.34,23.51,33.91,0.71,-8.57,RADIOCITY
Net profit,-2.17,11.62,24.33,47.06,27.62,36.66,51.72,61.62,28.21,-24.19,RADIOCITY
