Report Date,2012-03-31 00:00:00,2013-03-31 00:00:00,2014-03-31 00:00:00,2015-03-31 00:00:00,2016-03-31 00:00:00,2017-03-31 00:00:00,2018-03-31 00:00:00,2019-03-31 00:00:00,2020-03-31 00:00:00,2021-03-31 00:00:00,Company_Name
Sales,1243.78,99.4,169.71,39.31,,,16.56,2.48,57.16,13.55,ZUARIGLOB
Raw Material Cost,1258.75,73.16,337.78,37.08,,,,,,,ZUARIGLOB
Change in Inventory,266.42,-17.26,181.52,10.69,10.15,16.96,3.37,,-1.68,,ZUARIGLOB
Power and Fuel,68.19,0.03,0.03,,,,,,,,ZUARIGLOB
Other Mfr. Exp,38.79,1.27,0.8,,10.18,17.0,13.49,0.04,36.01,7.53,ZUARIGLOB
Employee Cost,26.35,8.09,6.15,1.74,5.24,5.94,5.6,5.41,4.74,4.46,ZUARIGLOB
Selling and admin,70.43,9.77,5.9,2.03,2.58,3.39,3.89,2.82,5.07,6.27,ZUARIGLOB
Other Expenses,19.03,1.87,0.57,4.47,1.22,0.22,0.35,1.43,0.37,1.25,ZUARIGLOB
Other Income,57.93,46.29,57.82,40.77,43.34,33.78,24.25,48.12,52.16,129.87,ZUARIGLOB
Depreciation,6.11,0.12,0.12,0.23,0.22,0.22,0.16,0.16,0.25,0.31,ZUARIGLOB
Interest,18.43,0.83,1.87,11.23,,0.18,0.58,8.06,43.79,81.21,ZUARIGLOB
Profit before tax,62.05,33.29,55.83,33.99,34.05,23.79,20.11,32.68,17.41,42.39,ZUARIGLOB
Tax,14.49,6.34,29.7,7.21,4.66,3.3,2.15,-7.6,4.49,-7.55,ZUARIGLOB
Net profit,47.56,26.95,26.14,26.78,29.4,20.49,17.96,40.28,12.92,49.93,ZUARIGLOB
