Report Date,2012-03-31 00:00:00,2013-03-31 00:00:00,2014-03-31 00:00:00,2015-03-31 00:00:00,2016-03-31 00:00:00,2017-03-31 00:00:00,2018-03-31 00:00:00,2019-03-31 00:00:00,2020-03-31 00:00:00,2021-03-31 00:00:00,Company_Name
Sales,523.65,503.34,464.73,529.67,501.94,566.12,576.67,596.13,509.68,492.63,UCALFUEL
Raw Material Cost,289.89,275.19,251.23,287.65,265.22,291.16,299.0,316.19,273.33,304.34,UCALFUEL
Change in Inventory,1.55,0.91,-3.22,6.75,-0.75,-0.53,0.74,0.3,3.24,3.13,UCALFUEL
Power and Fuel,18.36,23.83,21.93,21.96,22.01,21.32,17.83,19.44,16.81,11.33,UCALFUEL
Other Mfr. Exp,28.96,30.54,30.74,40.02,38.74,44.33,42.89,41.14,30.93,24.4,UCALFUEL
Employee Cost,53.84,52.38,55.82,62.91,65.95,83.65,83.5,82.05,78.38,71.31,UCALFUEL
Selling and admin,22.48,22.33,36.51,33.78,31.98,27.33,23.6,27.56,27.77,18.83,UCALFUEL
Other Expenses,32.21,37.37,7.11,16.33,12.34,19.25,12.11,13.22,14.65,11.62,UCALFUEL
Other Income,2.1,1.24,0.96,2.86,3.48,6.05,-147.57,3.86,-98.45,4.62,UCALFUEL
Depreciation,21.44,19.25,19.23,23.98,23.05,22.55,18.38,17.68,20.52,21.08,UCALFUEL
Interest,30.18,31.97,29.83,26.17,21.69,24.33,22.21,22.95,21.85,23.56,UCALFUEL
Profit before tax,29.94,12.63,10.07,26.48,23.69,37.72,-89.68,60.06,-69.77,13.91,UCALFUEL
Tax,7.26,3.05,1.85,6.68,5.57,12.02,-30.36,21.27,15.98,-21.42,UCALFUEL
Net profit,22.68,9.58,8.22,19.79,18.11,25.69,-59.32,38.78,-85.75,35.33,UCALFUEL
