Report Date,2012-03-31 00:00:00,2013-03-31 00:00:00,2014-03-31 00:00:00,2015-03-31 00:00:00,2016-03-31 00:00:00,2017-03-31 00:00:00,2018-03-31 00:00:00,2019-03-31 00:00:00,2020-03-31 00:00:00,2021-03-31 00:00:00,Company_Name
Sales,2056.25,3082.75,3232.54,3529.03,3839.43,4432.91,5156.73,5778.78,5883.94,5730.6,SHRIRAMCIT
Raw Material Cost,,,,,,,,,,,SHRIRAMCIT
Change in Inventory,,,,,,,,,,,SHRIRAMCIT
Power and Fuel,3.35,5.78,8.23,8.45,9.46,8.68,9.0,9.56,9.94,8.14,SHRIRAMCIT
Other Mfr. Exp,9.82,15.06,8.92,9.38,10.7,13.45,22.96,168.99,142.7,116.99,SHRIRAMCIT
Employee Cost,92.43,224.0,270.82,411.82,513.53,550.55,706.73,838.24,848.03,764.08,SHRIRAMCIT
Selling and admin,295.79,334.68,377.77,416.52,464.16,507.12,555.21,401.78,380.49,346.86,SHRIRAMCIT
Other Expenses,188.53,402.84,412.42,474.32,630.85,931.84,1066.95,811.88,912.54,883.17,SHRIRAMCIT
Other Income,0.12,0.15,5.75,2.5,16.48,1.41,1.37,1.83,2.88,7.62,SHRIRAMCIT
Depreciation,13.71,24.41,29.55,42.66,36.92,34.62,33.26,31.2,82.16,79.84,SHRIRAMCIT
Interest,928.58,1410.48,1350.71,1327.3,1383.45,1534.42,1675.52,1998.64,2155.96,2149.75,SHRIRAMCIT
Profit before tax,524.16,665.65,779.87,841.08,806.84,853.64,1088.47,1520.32,1355.0,1389.39,SHRIRAMCIT
Tax,181.63,216.03,258.72,283.03,277.06,297.58,377.53,531.44,354.48,378.45,SHRIRAMCIT
Net profit,342.53,449.62,521.14,558.06,529.78,556.06,710.94,988.88,1000.52,1010.94,SHRIRAMCIT
