Report Date,2011-12-31 00:00:00,2012-12-31 00:00:00,2014-03-31 00:00:00,2015-03-31 00:00:00,2016-03-31 00:00:00,2017-03-31 00:00:00,2018-03-31 00:00:00,2019-03-31 00:00:00,2020-03-31 00:00:00,2021-03-31 00:00:00,Company_Name
Sales,9.41,11.36,15.92,12.54,13.51,13.65,12.55,10.54,10.97,9.66,HOVS
Raw Material Cost,,,,,,,,,,,HOVS
Change in Inventory,,,,,,,,,,,HOVS
Power and Fuel,0.49,0.81,0.98,0.64,0.25,0.27,0.29,0.31,0.36,0.13,HOVS
Other Mfr. Exp,0.09,0.46,0.7,0.61,0.44,0.13,0.14,0.14,0.16,0.16,HOVS
Employee Cost,5.82,8.83,12.28,10.11,10.29,10.1,9.0,7.26,6.91,5.96,HOVS
Selling and admin,2.59,2.72,3.41,2.03,1.68,2.08,1.96,1.81,1.18,0.9,HOVS
Other Expenses,-1.25,-2.52,-1.99,0.01,-0.01,0.23,0.14,0.07,0.07,0.16,HOVS
Other Income,1.0,1.47,1.27,0.82,1.33,1.06,-9.18,0.93,-59.47,61.65,HOVS
Depreciation,0.27,0.34,0.4,0.44,0.36,0.18,0.1,0.09,0.55,0.62,HOVS
Interest,,,,,,,,,0.16,0.12,HOVS
Profit before tax,2.4,2.19,1.41,-0.48,1.83,1.72,-8.26,1.79,-57.89,63.26,HOVS
Tax,0.8,0.77,0.56,-0.18,0.44,0.59,0.58,0.52,0.82,0.75,HOVS
Net profit,1.6,1.42,0.85,-0.29,1.39,1.13,-8.84,1.28,-58.7,62.5,HOVS
