Report Date,2010-03-31 00:00:00,2011-03-31 00:00:00,2012-03-31 00:00:00,2013-03-31 00:00:00,2016-03-31 00:00:00,2017-03-31 00:00:00,2018-03-31 00:00:00,2019-03-31 00:00:00,2020-03-31 00:00:00,2021-03-31 00:00:00,Company_Name
Equity Share Capital,7.63,8.55,9.17,9.17,9.17,11.12,11.27,12.27,12.3,12.31,TCNSBRANDS
Reserves,6.78,12.47,60.99,67.83,39.15,270.8,395.97,606.3,647.71,599.68,TCNSBRANDS
Borrowings,28.23,33.19,26.25,30.84,38.24,8.82,0.27,0.22,361.95,330.45,TCNSBRANDS
Other Liabilities,14.35,31.68,29.07,31.47,222.23,135.07,189.41,167.1,175.62,131.7,TCNSBRANDS
Total,56.99,85.89,125.48,139.31,308.79,425.81,596.92,785.89,1197.58,1074.14,TCNSBRANDS
Net Block,4.69,4.73,7.21,8.64,39.29,46.88,51.86,59.23,351.73,301.48,TCNSBRANDS
Capital Work in Progress,,0.18,,,0.22,3.3,8.12,0.28,2.12,0.51,TCNSBRANDS
Investments,,,,0.3,1.32,1.72,2.08,137.75,118.08,172.37,TCNSBRANDS
Other Assets,52.3,80.98,118.27,130.37,267.96,373.91,534.86,588.63,725.65,599.78,TCNSBRANDS
Total,56.99,85.89,125.48,139.31,308.79,425.81,596.92,785.89,1197.58,1074.14,TCNSBRANDS
Receivables,18.07,26.75,46.2,57.89,64.15,99.7,157.05,180.73,175.62,164.84,TCNSBRANDS
Inventory,26.46,44.85,52.56,49.86,137.14,194.03,223.94,274.08,330.19,278.05,TCNSBRANDS
Cash & Bank,0.92,1.69,7.89,7.88,10.33,13.24,49.08,23.09,53.22,14.93,TCNSBRANDS
No. of Equity Shares,7629027.0,8545617.0,91739060.0,91739060.0,91739060.0,111240799.0,56370398.0,61323124.0,61474874.0,61522499.0,TCNSBRANDS
New Bonus Shares,,,,,,,,,,,TCNSBRANDS
Face value,10.0,10.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,2.0,TCNSBRANDS
