Report Date,2012-03-31 00:00:00,2013-03-31 00:00:00,2014-03-31 00:00:00,2015-03-31 00:00:00,2016-03-31 00:00:00,2017-03-31 00:00:00,2018-03-31 00:00:00,2019-03-31 00:00:00,2020-03-31 00:00:00,2021-03-31 00:00:00,Company_Name
Sales,153.75,185.23,181.02,192.44,215.46,234.87,334.33,404.56,291.76,325.71,RAMASTEEL
Raw Material Cost,140.44,169.46,159.01,173.26,182.46,200.07,299.31,378.94,272.18,312.7,RAMASTEEL
Change in Inventory,1.32,4.03,-0.37,3.81,-4.97,-0.76,0.07,3.42,1.9,13.25,RAMASTEEL
Power and Fuel,2.47,3.61,3.83,4.3,4.25,3.91,2.4,2.68,2.45,2.31,RAMASTEEL
Other Mfr. Exp,2.0,2.35,3.74,0.89,0.95,2.15,2.73,3.98,2.63,2.98,RAMASTEEL
Employee Cost,2.08,2.4,2.71,2.78,2.93,3.18,4.18,5.01,5.31,4.99,RAMASTEEL
Selling and admin,3.67,6.58,6.48,9.02,6.2,5.67,5.28,2.78,4.75,4.49,RAMASTEEL
Other Expenses,0.97,1.63,-0.29,0.24,0.07,0.31,0.25,0.35,0.42,0.48,RAMASTEEL
Other Income,2.23,5.57,3.61,2.64,3.08,3.48,4.26,5.69,7.05,4.53,RAMASTEEL
Depreciation,1.26,1.79,1.77,2.26,2.85,2.91,2.13,2.18,2.22,2.66,RAMASTEEL
Interest,4.01,5.41,4.56,5.27,6.16,7.66,6.02,7.65,8.07,6.1,RAMASTEEL
Profit before tax,0.4,1.6,2.45,0.87,7.7,11.73,16.36,10.1,2.68,6.78,RAMASTEEL
Tax,0.14,0.49,0.31,0.19,2.61,3.66,5.77,2.47,1.31,1.4,RAMASTEEL
Net profit,0.26,1.11,2.13,0.69,5.09,8.08,10.59,7.63,1.37,5.38,RAMASTEEL
