Report Date,2012-03-31 00:00:00,2013-03-31 00:00:00,2014-03-31 00:00:00,2015-03-31 00:00:00,2016-03-31 00:00:00,2017-03-31 00:00:00,2018-03-31 00:00:00,2019-03-31 00:00:00,2020-03-31 00:00:00,2021-03-31 00:00:00,Company_Name
Equity Share Capital,45.74,45.74,109.77,109.77,117.27,117.27,137.34,142.59,142.59,164.81,KESORAMIND
Reserves,869.27,534.5,361.04,-22.42,278.32,729.0,553.67,387.6,-115.23,182.35,KESORAMIND
Borrowings,4753.53,5078.56,4908.1,5192.39,5262.93,3266.67,3460.17,2948.32,1999.43,1775.25,KESORAMIND
Other Liabilities,854.17,815.1,853.47,848.82,979.34,1181.09,1511.06,1611.02,1004.7,1034.84,KESORAMIND
Total,6522.71,6473.9,6232.38,6128.56,6637.86,5294.03,5662.24,5089.53,3031.49,3157.25,KESORAMIND
Net Block,3586.85,3446.77,3227.11,1546.66,1401.86,2029.55,2365.45,2260.96,1669.96,1598.12,KESORAMIND
Capital Work in Progress,623.88,704.49,730.83,548.32,555.89,711.53,780.58,787.68,13.57,14.63,KESORAMIND
Investments,66.36,66.36,66.36,766.41,705.62,101.25,508.41,507.12,499.55,537.88,KESORAMIND
Other Assets,2245.62,2256.28,2208.08,3267.17,3974.49,2451.7,2007.8,1533.77,848.41,1006.62,KESORAMIND
Total,6522.71,6473.9,6232.38,6128.56,6637.86,5294.03,5662.24,5089.53,3031.49,3157.25,KESORAMIND
Receivables,672.44,835.67,904.0,766.72,545.28,493.09,535.15,555.44,169.78,274.96,KESORAMIND
Inventory,995.16,912.75,894.13,734.06,555.61,418.72,387.26,291.3,115.18,101.5,KESORAMIND
Cash & Bank,69.59,83.66,77.21,140.27,443.5,176.7,98.45,46.18,9.72,105.44,KESORAMIND
No. of Equity Shares,45743318.0,45741080.0,109768700.0,109768650.0,117268650.0,117268650.0,137340070.0,142590079.0,142590079.0,164811341.0,KESORAMIND
New Bonus Shares,,,,,,,,,,,KESORAMIND
Face value,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,KESORAMIND
