Report Date,2012-03-31 00:00:00,2013-03-31 00:00:00,2014-03-31 00:00:00,2015-03-31 00:00:00,2016-03-31 00:00:00,2017-03-31 00:00:00,2018-03-31 00:00:00,2019-03-31 00:00:00,2020-03-31 00:00:00,2021-03-31 00:00:00,Company_Name
Sales,282.22,321.14,363.61,403.44,444.47,472.74,515.21,507.06,516.63,356.54,VADILALIND
Raw Material Cost,131.04,149.05,214.12,185.27,248.72,336.54,294.04,294.8,298.95,217.68,VADILALIND
Change in Inventory,4.99,8.94,7.15,-9.93,1.39,3.17,-14.17,9.82,2.02,-5.52,VADILALIND
Power and Fuel,22.1,25.52,28.69,26.93,28.71,29.38,30.73,33.17,34.24,26.74,VADILALIND
Other Mfr. Exp,51.11,63.83,23.11,74.39,31.24,-33.66,44.06,47.37,48.31,41.31,VADILALIND
Employee Cost,13.42,15.37,18.95,19.9,24.24,26.45,31.95,39.21,43.86,34.27,VADILALIND
Selling and admin,33.01,23.89,27.32,28.92,33.4,43.94,38.09,20.22,17.09,23.38,VADILALIND
Other Expenses,0.61,14.73,18.11,17.18,21.66,18.72,16.13,14.91,16.61,12.78,VADILALIND
Other Income,3.1,7.21,0.21,1.11,1.05,3.04,7.4,11.99,8.41,11.81,VADILALIND
Depreciation,9.52,10.99,12.81,13.05,13.41,14.83,15.98,16.6,18.88,18.29,VADILALIND
Interest,19.89,24.82,25.24,25.73,21.45,15.97,15.22,13.92,14.73,20.09,VADILALIND
Profit before tax,9.61,9.09,2.62,3.25,24.08,26.78,22.24,48.67,34.39,-31.71,VADILALIND
Tax,3.36,3.12,1.2,1.32,9.73,10.15,7.39,17.19,2.24,-7.61,VADILALIND
Net profit,6.25,5.97,1.43,1.93,14.35,16.63,14.85,31.48,32.15,-24.1,VADILALIND
