Report Date,2012-03-31 00:00:00,2013-03-31 00:00:00,2014-03-31 00:00:00,2015-03-31 00:00:00,2016-03-31 00:00:00,2017-03-31 00:00:00,2018-03-31 00:00:00,2019-03-31 00:00:00,2020-03-31 00:00:00,2021-03-31 00:00:00,Company_Name
Sales,514.16,365.47,326.5,400.72,345.09,279.07,237.51,283.93,338.27,207.77,3IINFOLTD
Raw Material Cost,,,,,49.93,,,,,,3IINFOLTD
Change in Inventory,,,,,,,,,,,3IINFOLTD
Power and Fuel,11.85,9.7,8.59,7.82,6.24,6.13,5.95,6.37,6.58,,3IINFOLTD
Other Mfr. Exp,6.85,4.2,2.72,3.92,9.83,39.88,24.57,34.1,50.43,,3IINFOLTD
Employee Cost,235.89,212.05,211.7,217.83,121.03,86.46,78.29,88.95,128.98,88.41,3IINFOLTD
Selling and admin,131.93,51.88,54.82,50.79,32.42,20.38,28.51,33.1,20.06,,3IINFOLTD
Other Expenses,38.23,-0.49,-1.14,49.44,1072.03,6.36,154.15,4.71,4.35,112.29,3IINFOLTD
Other Income,-60.17,174.12,32.97,-687.53,872.67,65.8,57.21,221.53,103.02,367.76,3IINFOLTD
Depreciation,90.01,224.64,236.33,222.88,210.62,7.31,7.16,6.82,16.31,12.81,3IINFOLTD
Interest,206.14,284.1,300.22,194.69,163.66,87.26,82.8,80.56,86.62,37.46,3IINFOLTD
Profit before tax,-266.91,-246.49,-453.77,-1034.18,-448.0,91.09,-86.71,250.85,127.96,324.56,3IINFOLTD
Tax,59.24,8.87,-13.55,23.57,91.7,-1.17,,,0.07,0.15,3IINFOLTD
Net profit,-326.15,-255.36,-440.22,-1057.75,-539.7,92.26,-86.71,250.85,127.89,324.41,3IINFOLTD
