Report Date,2012-03-31 00:00:00,2013-03-31 00:00:00,2014-03-31 00:00:00,2015-03-31 00:00:00,2016-03-31 00:00:00,2017-03-31 00:00:00,2018-03-31 00:00:00,2019-03-31 00:00:00,2020-03-31 00:00:00,2021-03-31 00:00:00,Company_Name
Equity Share Capital,20.0,23.2,23.2,27.6,27.6,27.6,27.6,31.5,31.5,31.5,SORILINFRA
Reserves,28.82,59.77,94.63,126.5,181.16,-45.77,-26.36,198.45,195.28,203.94,SORILINFRA
Borrowings,,10.17,19.59,89.22,71.43,337.03,312.75,360.21,326.61,345.74,SORILINFRA
Other Liabilities,34.72,40.42,43.84,38.23,605.1,31.34,32.25,38.13,54.74,57.5,SORILINFRA
Total,83.54,133.56,181.26,281.55,885.29,350.2,346.24,628.29,608.13,638.68,SORILINFRA
Net Block,30.44,68.36,131.78,163.63,152.91,143.09,143.64,191.44,180.64,152.36,SORILINFRA
Capital Work in Progress,1.51,15.99,,,,,,,,,SORILINFRA
Investments,,,,,0.05,0.05,6.06,204.08,119.39,120.13,SORILINFRA
Other Assets,51.59,49.21,49.48,117.92,732.33,207.06,196.54,232.77,308.1,366.19,SORILINFRA
Total,83.54,133.56,181.26,281.55,885.29,350.2,346.24,628.29,608.13,638.68,SORILINFRA
Receivables,26.75,11.01,31.16,58.61,34.0,29.01,44.29,82.82,69.34,82.28,SORILINFRA
Inventory,4.24,0.99,0.17,0.39,0.54,0.82,2.54,6.0,13.09,10.31,SORILINFRA
Cash & Bank,0.23,8.09,2.48,3.08,4.21,20.88,4.97,8.93,5.7,10.46,SORILINFRA
No. of Equity Shares,20000000.0,23200000.0,23200000.0,27600000.0,27600000.0,27600000.0,27600000.0,31500000.0,31500000.0,31500000.0,SORILINFRA
New Bonus Shares,,,,,,,,,,,SORILINFRA
Face value,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,SORILINFRA
