Report Date,2012-03-31 00:00:00,2013-03-31 00:00:00,2014-03-31 00:00:00,2015-03-31 00:00:00,2016-03-31 00:00:00,2017-03-31 00:00:00,2018-03-31 00:00:00,2019-03-31 00:00:00,2020-03-31 00:00:00,2021-03-31 00:00:00,Company_Name
Sales,478.54,565.8,800.81,892.21,906.04,994.21,1073.25,1193.51,1363.22,1420.23,INSECTICID
Raw Material Cost,361.95,369.15,652.13,729.26,665.55,699.45,653.0,992.8,764.38,1009.49,INSECTICID
Change in Inventory,46.69,-3.57,50.62,80.97,-9.03,29.51,-41.22,266.95,-172.49,35.26,INSECTICID
Power and Fuel,1.57,5.0,12.74,15.0,11.86,13.72,14.08,18.37,23.34,22.43,INSECTICID
Other Mfr. Exp,47.79,49.12,9.04,8.37,8.36,112.37,113.04,136.87,110.11,141.15,INSECTICID
Employee Cost,17.34,24.98,29.37,34.54,40.2,45.66,50.69,65.24,74.85,76.64,INSECTICID
Selling and admin,82.59,95.52,128.56,145.78,159.84,34.22,157.99,47.32,47.19,39.21,INSECTICID
Other Expenses,-42.5,-49.74,-62.34,-71.05,-80.2,4.37,-104.82,12.19,14.64,13.86,INSECTICID
Other Income,-0.05,1.31,0.29,0.21,0.29,4.27,3.01,0.24,2.2,-2.35,INSECTICID
Depreciation,2.36,5.76,6.66,14.17,15.93,16.0,17.05,19.68,24.07,24.67,INSECTICID
Interest,11.14,17.35,26.91,33.16,25.88,20.23,15.92,15.22,23.89,6.65,INSECTICID
Profit before tax,42.94,46.4,48.65,64.16,49.88,81.97,118.09,153.01,110.46,119.04,INSECTICID
Tax,9.93,11.08,8.71,9.32,10.6,22.57,34.12,30.6,24.42,25.6,INSECTICID
Net profit,33.01,35.32,39.94,54.84,39.29,59.4,83.97,122.41,86.04,93.43,INSECTICID
