Report Date,2011-09-30 00:00:00,2012-09-30 00:00:00,2014-03-31 00:00:00,2015-03-31 00:00:00,2016-03-31 00:00:00,2017-03-31 00:00:00,2018-03-31 00:00:00,2019-03-31 00:00:00,2020-03-31 00:00:00,2021-03-31 00:00:00,Company_Name
Sales,1705.13,1859.28,3152.96,2060.73,1914.94,2824.28,3370.18,3151.56,4423.57,4664.02,TRIVENI
Raw Material Cost,1191.86,1440.56,3209.74,1469.93,1529.23,2080.06,2598.39,2771.15,3033.06,3237.02,TRIVENI
Change in Inventory,-11.57,134.58,837.62,-172.39,141.91,239.51,8.66,539.82,-218.83,-199.14,TRIVENI
Power and Fuel,24.5,20.91,29.4,22.84,22.26,18.07,18.31,17.54,15.75,23.29,TRIVENI
Other Mfr. Exp,110.6,124.57,243.69,163.19,127.83,164.13,185.66,221.86,218.89,225.62,TRIVENI
Employee Cost,129.95,134.16,214.71,152.88,159.28,188.22,202.79,225.38,256.87,272.02,TRIVENI
Selling and admin,59.47,68.72,99.85,66.66,61.34,69.75,75.01,82.45,117.21,126.47,TRIVENI
Other Expenses,15.5,25.58,122.75,30.63,31.21,21.16,22.29,63.42,29.99,26.29,TRIVENI
Other Income,23.92,-61.27,68.43,17.63,39.23,-55.92,23.74,87.45,42.69,8.23,TRIVENI
Depreciation,81.25,81.55,118.78,59.22,58.83,57.21,55.36,56.95,74.89,79.09,TRIVENI
Interest,96.18,124.36,187.46,122.08,114.97,126.55,85.34,67.99,79.32,51.44,TRIVENI
Profit before tax,8.17,-87.82,-167.37,-181.46,-8.87,282.72,159.43,272.09,421.45,431.87,TRIVENI
Tax,-4.89,-21.11,-14.6,-17.37,-0.05,49.16,49.69,51.53,93.96,158.56,TRIVENI
Net profit,13.06,-66.71,-152.78,-164.09,-8.83,233.56,109.74,220.56,327.49,273.31,TRIVENI
