Report Date,2012-03-31 00:00:00,2013-03-31 00:00:00,2014-03-31 00:00:00,2015-03-31 00:00:00,2016-03-31 00:00:00,2017-03-31 00:00:00,2018-03-31 00:00:00,2019-03-31 00:00:00,2020-03-31 00:00:00,2021-03-31 00:00:00,Company_Name
Equity Share Capital,35.22,46.96,46.96,46.96,46.96,46.96,46.96,46.96,46.96,46.96,SPECIALITY
Reserves,79.64,243.56,256.96,260.66,260.93,233.85,182.11,175.11,119.12,90.04,SPECIALITY
Borrowings,29.23,0.22,1.02,0.62,0.3,0.13,0.03,,,,SPECIALITY
Other Liabilities,28.33,35.44,49.84,46.8,49.37,58.8,61.52,63.12,183.53,195.57,SPECIALITY
Total,172.42,326.18,354.78,355.04,357.56,339.74,290.62,285.19,349.61,332.57,SPECIALITY
Net Block,72.79,84.67,105.82,119.9,134.58,115.33,101.05,82.01,156.05,151.23,SPECIALITY
Capital Work in Progress,15.15,17.44,35.34,41.69,34.83,32.7,28.84,34.98,33.12,29.03,SPECIALITY
Investments,15.03,136.44,110.94,80.38,71.28,70.13,67.22,72.13,71.68,74.8,SPECIALITY
Other Assets,69.45,87.63,102.68,113.07,116.87,121.58,93.51,96.07,88.76,77.51,SPECIALITY
Total,172.42,326.18,354.78,355.04,357.56,339.74,290.62,285.19,349.61,332.57,SPECIALITY
Receivables,7.38,11.46,19.65,15.21,3.73,4.97,6.39,5.39,2.31,3.17,SPECIALITY
Inventory,2.02,2.83,4.74,6.37,7.11,7.14,7.05,6.68,7.38,5.81,SPECIALITY
Cash & Bank,4.71,9.8,13.04,6.31,5.47,3.89,5.3,8.43,1.53,7.2,SPECIALITY
No. of Equity Shares,35218242.0,46957660.0,46957660.0,46957657.0,46957657.0,46957657.0,46957657.0,46957657.0,46957657.0,46957657.0,SPECIALITY
New Bonus Shares,,,,,,,,,,,SPECIALITY
Face value,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,SPECIALITY
