Report Date,2012-03-31 00:00:00,2013-03-31 00:00:00,2014-03-31 00:00:00,2015-03-31 00:00:00,2016-03-31 00:00:00,2017-03-31 00:00:00,2018-03-31 00:00:00,2019-03-31 00:00:00,2020-03-31 00:00:00,2021-03-31 00:00:00,Company_Name
Equity Share Capital,425.29,443.82,443.82,486.49,486.49,486.49,486.49,486.49,486.49,488.85,JPASSOCIAT
Reserves,11879.01,12888.51,13252.89,17909.36,11437.68,6940.29,9819.78,8242.11,7343.86,7108.84,JPASSOCIAT
Borrowings,21038.72,24343.31,28163.96,30885.77,27765.02,25586.76,6408.82,6186.46,6443.4,6451.23,JPASSOCIAT
Other Liabilities,7401.3,8317.7,6990.89,7787.71,9925.05,13441.61,19680.97,22905.69,24257.81,25757.53,JPASSOCIAT
Total,40744.32,45993.34,48851.56,57069.33,49614.24,46455.15,36396.06,37820.75,38531.56,39806.45,JPASSOCIAT
Net Block,12029.48,13157.62,14861.92,17745.75,6682.88,6449.16,6715.08,7097.78,6778.48,6419.76,JPASSOCIAT
Capital Work in Progress,4702.37,5800.91,4981.12,4323.71,1652.35,1789.3,1200.68,472.16,478.8,515.77,JPASSOCIAT
Investments,6693.0,8890.26,10368.95,10303.39,7798.98,7195.92,7510.65,7431.24,7425.41,7398.19,JPASSOCIAT
Other Assets,17319.47,18144.55,18639.57,24696.48,33480.03,31020.77,20969.65,22819.57,23848.87,25472.73,JPASSOCIAT
Total,40744.32,45993.34,48851.56,57069.33,49614.24,46455.15,36396.06,37820.75,38531.56,39806.45,JPASSOCIAT
Receivables,2454.17,2526.24,2930.75,3692.01,2403.45,1314.17,1160.01,1040.8,975.7,1841.73,JPASSOCIAT
Inventory,2911.6,2977.72,2804.11,9009.49,9567.43,8747.89,3888.23,4805.21,4580.9,4568.07,JPASSOCIAT
Cash & Bank,1022.23,1285.88,879.81,1013.4,307.77,295.77,522.59,335.28,310.22,438.38,JPASSOCIAT
No. of Equity Shares,2126433182.0,2219083559.0,2219083559.0,2432456975.0,2432456975.0,2432456975.0,2432456975.0,2432456975.0,2432456975.0,2444237715.0,JPASSOCIAT
New Bonus Shares,,,,,,,,,,,JPASSOCIAT
Face value,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,JPASSOCIAT
