Report Date,2012-03-31 00:00:00,2013-03-31 00:00:00,2014-03-31 00:00:00,2015-03-31 00:00:00,2016-03-31 00:00:00,2017-03-31 00:00:00,2018-03-31 00:00:00,2019-03-31 00:00:00,2020-03-31 00:00:00,2021-03-31 00:00:00,Company_Name
Sales,178.08,198.77,229.46,257.21,264.84,280.48,321.61,297.36,219.1,219.66,CARERATING
Raw Material Cost,,,,,,,,,,,CARERATING
Change in Inventory,,,,,,,,,,,CARERATING
Power and Fuel,0.81,1.05,1.29,1.31,1.27,1.12,1.18,1.19,1.28,0.9,CARERATING
Other Mfr. Exp,1.24,1.58,2.2,2.18,2.38,2.73,3.69,4.4,5.25,4.12,CARERATING
Employee Cost,42.69,51.22,61.12,70.88,69.88,67.92,82.71,94.49,97.94,104.22,CARERATING
Selling and admin,8.46,8.23,10.88,14.85,14.82,17.43,22.23,18.7,21.64,14.94,CARERATING
Other Expenses,1.7,2.69,7.28,5.89,4.37,5.12,2.35,7.3,16.44,7.21,CARERATING
Other Income,28.21,28.51,35.61,43.53,8.59,34.04,25.27,29.83,31.34,32.12,CARERATING
Depreciation,1.88,2.63,2.89,4.95,3.89,3.14,2.96,3.06,6.91,7.09,CARERATING
Interest,,,,1.3,,,,,0.74,0.57,CARERATING
Profit before tax,149.51,159.88,179.41,199.38,176.82,217.06,231.76,198.05,100.24,112.73,CARERATING
Tax,41.97,46.55,50.73,59.05,59.13,64.81,70.73,63.06,19.75,26.9,CARERATING
Net profit,107.54,113.33,128.67,140.33,117.69,152.25,161.03,134.99,80.5,85.83,CARERATING
