Report Date,2012-03-31 00:00:00,2013-03-31 00:00:00,2014-03-31 00:00:00,2015-03-31 00:00:00,2016-03-31 00:00:00,2017-03-31 00:00:00,2018-03-31 00:00:00,2019-03-31 00:00:00,2020-03-31 00:00:00,2021-03-31 00:00:00,Company_Name
Equity Share Capital,2.0,2.0,2.0,2.0,2.0,4.0,5.6,5.6,5.6,11.2,SIKKO
Reserves,1.04,2.2,3.47,3.41,3.69,2.31,6.54,8.71,11.14,8.09,SIKKO
Borrowings,4.48,3.37,4.54,3.93,5.52,7.03,4.36,9.21,6.63,6.78,SIKKO
Other Liabilities,4.02,3.23,5.15,5.89,10.18,7.49,10.65,10.04,15.55,18.58,SIKKO
Total,11.54,10.8,15.16,15.23,21.39,20.83,27.15,33.56,38.92,44.65,SIKKO
Net Block,5.74,5.3,5.19,4.31,3.54,3.07,4.09,3.8,3.49,3.3,SIKKO
Capital Work in Progress,0.62,,,,,,,,,,SIKKO
Investments,,,,,,,,,,,SIKKO
Other Assets,5.18,5.5,9.97,10.92,17.85,17.76,23.06,29.76,35.43,41.35,SIKKO
Total,11.54,10.8,15.16,15.23,21.39,20.83,27.15,33.56,38.92,44.65,SIKKO
Receivables,1.82,1.53,2.81,2.37,8.11,5.36,9.47,12.21,19.26,21.47,SIKKO
Inventory,2.22,2.9,2.66,4.67,6.18,5.56,8.88,8.03,9.76,10.67,SIKKO
Cash & Bank,0.57,0.05,0.64,0.11,0.1,2.6,0.14,3.26,0.43,0.14,SIKKO
No. of Equity Shares,2000000.0,2000000.0,2000000.0,2000000.0,2000000.0,4000000.0,5600000.0,5600000.0,5600000.0,11200000.0,SIKKO
New Bonus Shares,,,,,,,,,,,SIKKO
Face value,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,SIKKO
