Report Date,2012-03-31 00:00:00,2013-03-31 00:00:00,2014-03-31 00:00:00,2015-03-31 00:00:00,2016-03-31 00:00:00,2017-03-31 00:00:00,2018-03-31 00:00:00,2019-03-31 00:00:00,2020-03-31 00:00:00,2021-03-31 00:00:00,Company_Name
Equity Share Capital,294.52,295.16,295.16,295.7,296.32,296.81,594.97,595.8,596.52,597.39,M&M
Reserves,11810.17,14363.76,16496.03,18959.39,22126.85,26488.81,29699.07,33613.43,33871.32,33904.53,M&M
Borrowings,3580.76,3488.59,4045.33,3728.46,2916.92,2851.08,2958.08,2571.34,3026.91,7623.02,M&M
Other Liabilities,8084.51,9306.08,10452.13,9961.32,10159.48,10331.62,14194.58,15916.49,13007.31,17463.86,M&M
Total,23769.96,27453.59,31288.65,32944.87,35499.57,39968.32,47446.7,52697.06,50502.06,59588.8,M&M
Net Block,4293.35,4957.86,5876.95,5929.46,7595.99,7771.04,7859.41,10081.75,10394.59,10179.35,M&M
Capital Work in Progress,794.73,863.48,1228.44,2178.76,1562.15,2040.4,3128.71,2419.79,4009.46,4832.16,M&M
Investments,10297.35,11833.46,11379.85,13138.16,13547.4,17908.4,20582.97,22016.03,19938.13,24065.07,M&M
Other Assets,8384.53,9798.79,12803.41,11698.49,12794.03,12248.48,15875.61,18179.49,16159.88,20512.22,M&M
Total,23769.96,27453.59,31288.65,32944.87,35499.57,39968.32,47446.7,52697.06,50502.06,59588.8,M&M
Receivables,1928.53,2208.35,2509.84,2558.03,2511.64,2938.84,3172.98,3946.3,2998.98,2342.85,M&M
Inventory,2358.39,2419.77,2803.63,2437.57,2687.93,2758.01,2701.69,3839.27,3400.91,3955.47,M&M
Cash & Bank,1188.43,1781.41,2950.39,2064.77,2287.03,1687.48,2893.73,3731.66,4236.51,6255.42,M&M
No. of Equity Shares,613974839.0,590323271.0,615892400.0,591392278.0,592633807.0,621092384.0,1243192544.0,1243192544.0,1243192544.0,1243192544.0,M&M
New Bonus Shares,,,,,,,621596272.0,,,,M&M
Face value,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,M&M
