Report Date,2012-03-31 00:00:00,2013-03-31 00:00:00,2014-03-31 00:00:00,2015-03-31 00:00:00,2016-03-31 00:00:00,2017-03-31 00:00:00,2018-03-31 00:00:00,2019-03-31 00:00:00,2020-03-31 00:00:00,2021-03-31 00:00:00,Company_Name
Equity Share Capital,0.5,0.5,0.5,5.0,5.0,5.0,14.31,14.31,14.31,14.31,TOTAL
Reserves,11.68,14.51,19.23,17.45,1.63,7.22,23.53,32.03,35.45,37.19,TOTAL
Borrowings,12.05,19.77,16.26,15.26,13.49,20.9,15.36,18.7,21.86,23.29,TOTAL
Other Liabilities,19.68,17.62,21.76,33.06,35.58,19.08,16.01,17.47,46.96,26.14,TOTAL
Total,43.91,52.4,57.75,70.77,55.7,52.2,69.21,82.51,118.58,100.93,TOTAL
Net Block,10.47,12.59,12.0,10.17,8.85,8.02,8.53,9.3,8.23,7.34,TOTAL
Capital Work in Progress,,,,,,,0.13,0.13,0.13,0.13,TOTAL
Investments,0.21,0.21,0.21,0.21,0.21,0.18,0.22,0.27,0.43,0.44,TOTAL
Other Assets,33.23,39.6,45.54,60.39,46.64,44.0,60.33,72.81,109.79,93.02,TOTAL
Total,43.91,52.4,57.75,70.77,55.7,52.2,69.21,82.51,118.58,100.93,TOTAL
Receivables,22.63,31.04,36.0,43.08,28.06,32.23,48.54,63.4,96.39,73.89,TOTAL
Inventory,,,,,,,,,,,TOTAL
Cash & Bank,1.87,2.8,3.45,9.08,10.72,1.93,2.67,2.79,0.4,1.94,TOTAL
No. of Equity Shares,500000.0,500000.0,500000.0,5000000.0,5000000.0,5000000.0,14306000.0,14306000.0,14306000.0,14306000.0,TOTAL
New Bonus Shares,,,,,,,,,,,TOTAL
Face value,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,TOTAL
