Report Date,2012-03-31 00:00:00,2013-03-31 00:00:00,2014-03-31 00:00:00,2015-03-31 00:00:00,2016-03-31 00:00:00,2017-03-31 00:00:00,2018-03-31 00:00:00,2019-03-31 00:00:00,2020-03-31 00:00:00,2021-03-31 00:00:00,Company_Name
Sales,220.13,214.4,226.38,254.81,237.51,255.48,237.32,318.78,352.4,314.34,VASWANI
Raw Material Cost,192.55,194.77,179.42,193.42,177.46,196.35,167.44,204.27,154.68,173.54,VASWANI
Change in Inventory,13.82,0.78,2.93,-5.46,-1.51,-2.74,-1.44,5.75,1.95,-2.36,VASWANI
Power and Fuel,14.69,16.02,19.09,26.83,31.72,29.76,32.06,35.4,22.29,26.73,VASWANI
Other Mfr. Exp,4.45,3.96,5.08,4.39,4.86,5.16,14.18,58.06,153.38,83.05,VASWANI
Employee Cost,2.93,3.24,3.42,3.35,3.99,3.38,3.61,4.62,5.43,6.09,VASWANI
Selling and admin,2.33,1.49,1.34,1.3,1.04,1.53,1.77,3.9,4.22,4.1,VASWANI
Other Expenses,0.99,0.72,0.38,2.47,0.87,0.32,0.64,0.78,0.63,0.06,VASWANI
Other Income,1.74,2.03,-3.45,0.53,0.6,0.4,0.47,0.53,2.08,0.47,VASWANI
Depreciation,5.18,5.25,5.49,6.48,6.38,5.74,5.39,5.21,5.37,4.33,VASWANI
Interest,10.69,9.44,10.73,10.54,8.92,9.24,8.73,9.52,10.27,9.41,VASWANI
Profit before tax,1.88,-17.68,0.91,1.1,1.36,1.66,2.53,3.3,0.16,5.14,VASWANI
Tax,0.79,-6.31,0.88,-0.06,0.21,-0.12,-1.98,2.14,2.69,1.08,VASWANI
Net profit,1.09,-11.37,0.03,1.15,1.15,1.77,4.51,1.16,-2.52,4.06,VASWANI
