Report Date,2012-03-31 00:00:00,2013-03-31 00:00:00,2014-03-31 00:00:00,2015-03-31 00:00:00,2016-03-31 00:00:00,2017-03-31 00:00:00,2018-03-31 00:00:00,2019-03-31 00:00:00,2020-03-31 00:00:00,2021-03-31 00:00:00,Company_Name
Sales,225.37,232.76,333.7,466.88,504.8,592.6,688.51,829.33,876.84,781.41,SONATSOFTW
Raw Material Cost,,,,0.26,1.43,26.54,44.94,46.51,63.52,60.74,SONATSOFTW
Change in Inventory,,,,,,,,,,,SONATSOFTW
Power and Fuel,5.09,5.02,5.27,5.3,5.44,5.7,5.63,5.68,5.63,2.68,SONATSOFTW
Other Mfr. Exp,21.83,4.94,4.66,5.7,5.53,6.49,6.66,7.54,7.35,3.9,SONATSOFTW
Employee Cost,146.12,136.11,187.32,260.07,289.42,310.1,367.56,408.24,470.99,416.44,SONATSOFTW
Selling and admin,40.65,43.99,59.47,61.87,69.24,84.21,93.2,120.93,96.21,53.39,SONATSOFTW
Other Expenses,-7.59,19.95,16.81,4.99,5.76,10.37,9.55,12.87,30.01,9.93,SONATSOFTW
Other Income,11.8,10.72,16.24,31.48,38.94,37.99,42.45,18.02,97.12,44.58,SONATSOFTW
Depreciation,10.77,9.72,7.39,5.22,4.37,4.01,5.0,6.13,20.6,18.9,SONATSOFTW
Interest,0.02,0.05,0.17,1.14,3.91,3.99,0.17,0.08,10.9,9.72,SONATSOFTW
Profit before tax,20.28,23.7,68.85,153.81,158.64,179.18,198.25,239.37,268.75,250.29,SONATSOFTW
Tax,5.37,7.93,15.01,36.34,41.19,45.89,46.97,66.94,57.49,71.26,SONATSOFTW
Net profit,14.91,15.76,53.84,117.47,117.44,133.29,151.28,172.43,211.26,179.03,SONATSOFTW
