Report Date,2012-03-31 00:00:00,2013-03-31 00:00:00,2014-03-31 00:00:00,2015-03-31 00:00:00,2016-03-31 00:00:00,2017-03-31 00:00:00,2018-03-31 00:00:00,2019-03-31 00:00:00,2020-03-31 00:00:00,2021-03-31 00:00:00,Company_Name
Sales,393.89,256.74,304.66,358.8,335.17,339.52,333.71,337.38,384.3,356.57,FOODSIN
Raw Material Cost,121.15,137.09,194.73,218.2,252.15,227.12,210.63,199.35,268.44,218.93,FOODSIN
Change in Inventory,-126.27,13.32,6.53,-15.77,31.12,-3.92,1.56,-5.34,24.27,-16.43,FOODSIN
Power and Fuel,10.21,8.84,10.93,9.96,8.7,9.22,11.49,11.34,8.74,7.59,FOODSIN
Other Mfr. Exp,48.34,48.16,20.31,19.48,25.32,17.53,23.55,21.78,24.64,21.67,FOODSIN
Employee Cost,13.44,12.12,12.09,12.88,16.51,18.24,18.97,22.76,22.47,22.12,FOODSIN
Selling and admin,41.06,36.13,33.64,36.77,29.6,31.97,38.5,46.61,49.02,45.16,FOODSIN
Other Expenses,15.7,5.77,15.24,1.61,4.43,3.84,2.55,3.95,3.38,3.05,FOODSIN
Other Income,8.47,3.08,6.04,4.38,3.68,14.39,7.32,119.22,4.63,11.99,FOODSIN
Depreciation,5.87,4.73,4.93,10.59,8.01,9.4,10.45,11.51,12.4,12.44,FOODSIN
Interest,28.64,17.77,19.59,22.22,19.78,22.84,21.71,15.54,13.19,16.4,FOODSIN
Profit before tax,-8.32,2.53,5.77,15.7,5.47,9.83,4.74,118.42,10.92,4.77,FOODSIN
Tax,-2.01,,0.61,3.0,4.86,4.31,1.21,9.05,-0.12,0.88,FOODSIN
Net profit,-6.31,2.52,5.15,12.7,0.61,5.52,3.53,109.37,11.03,3.89,FOODSIN
