Report Date,2012-03-31 00:00:00,2013-03-31 00:00:00,2014-03-31 00:00:00,2015-03-31 00:00:00,2016-03-31 00:00:00,2017-03-31 00:00:00,2018-03-31 00:00:00,2019-03-31 00:00:00,2020-03-31 00:00:00,2021-03-31 00:00:00,Company_Name
Sales,164.74,288.11,345.78,409.8,343.22,500.32,402.28,507.79,882.24,1051.98,PNBGILTS
Raw Material Cost,,,,,,,,,,,PNBGILTS
Change in Inventory,,,,,,,,,,,PNBGILTS
Power and Fuel,0.12,0.12,0.12,0.15,0.16,0.16,0.15,0.17,0.19,0.19,PNBGILTS
Other Mfr. Exp,3.22,1.04,1.02,5.37,4.81,5.94,5.52,6.34,12.05,13.27,PNBGILTS
Employee Cost,3.22,4.09,4.06,5.14,5.57,5.99,6.27,7.37,11.85,12.95,PNBGILTS
Selling and admin,2.17,4.63,5.67,4.24,2.73,3.05,3.86,4.0,3.74,3.17,PNBGILTS
Other Expenses,0.34,0.61,1.45,1.13,2.56,2.81,54.12,3.24,3.02,2.87,PNBGILTS
Other Income,0.56,0.51,0.48,0.21,0.17,0.23,0.16,0.21,-80.87,-8.43,PNBGILTS
Depreciation,0.91,0.71,0.55,0.93,0.47,0.34,0.49,0.42,1.45,1.89,PNBGILTS
Interest,125.67,188.66,242.68,260.51,275.62,225.72,330.72,403.44,519.27,394.86,PNBGILTS
Profit before tax,29.65,88.76,90.71,132.54,51.47,256.54,1.31,83.02,249.8,614.35,PNBGILTS
Tax,8.6,27.52,29.32,44.28,16.97,89.36,-0.1,30.16,63.45,160.23,PNBGILTS
Net profit,21.05,61.25,61.38,88.27,34.5,167.17,1.41,52.86,186.35,454.12,PNBGILTS
